cluster_id,lcoe,capex,fom,vom,CF_mean,Cluster_No,potential_capacity,Region,nearest_station,nearest_station_distance_km,Rank,Operational_life,resource_type
Capital_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.19941764773353185,1,587.2323025289899,Capital,BC_JOR_GSS,11.489735382938528,1,20,solar
PowellRiver_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.20173185258204823,1,0.0,PowellRiver,BC_POW_DSS,11.821691697628205,2,20,solar
CentralCoast_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.17860576232576086,1,0.0,CentralCoast,BC_HML_DSS,185.643824243159,3,20,solar
CentralCoast_2,999.0,1.3665982035504765,0.02376560345636052,0.0,0.17169989202982647,2,0.0,CentralCoast,BC_HML_DSS,105.36547266790085,4,20,solar
MountWaddington_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.18297570520407555,1,0.0,MountWaddington,BC_CSS_GSS,33.3248490054621,5,20,solar
MountWaddington_2,999.0,1.3665982035504765,0.02376560345636052,0.0,0.18431817639906337,2,113.16470743129001,MountWaddington,BC_KGH_DSS,6.624156377209546,6,20,solar
Comox-Strathcona_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.19961423296045522,1,0.0,Comox-Strathcona,BC_MTC_GSS,99.75266043599434,7,20,solar
Skeena-QueenCharlotte_2,999.0,1.3665982035504765,0.02376560345636052,0.0,0.15859142791763353,2,0.0,Skeena-QueenCharlotte,BC_FLS_GSS,2.537215777325354,8,20,solar
Nanaimo_2,999.0,1.3665982035504765,0.02376560345636052,0.0,0.19706223413546223,2,31.142947503775773,Nanaimo,BC_LTZ_DSS,26.725353209067695,9,20,solar
Squamish-Lillooet_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.21051100387981683,1,92.99472270915322,Squamish-Lillooet,BC_JME_GSS,20.142558533837708,10,20,solar
EastKootenay_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.24138889839766559,1,86.28515827744516,EastKootenay,BC_RDM_DSS,50.48061213181881,11,20,solar
CowichanValley_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.19530002331437524,1,0.0,CowichanValley,BC_LDY_DSS,5.004513937210864,12,20,solar
CowichanValley_2,999.0,1.3665982035504765,0.02376560345636052,0.0,0.1955087412065638,2,14.69463275817854,CowichanValley,BC_JOR_GSS,72.34093395234626,13,20,solar
Alberni-Clayoquot_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.19565846048801783,1,0.0,Alberni-Clayoquot,BC_LBH_DSS,36.4241804649962,14,20,solar
GreaterVancouver_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.19918874222949165,1,0.0,GreaterVancouver,BC_ARN_DSS,2.6777782328376394,15,20,solar
SunshineCoast_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.19596398529623135,1,10.399714858823284,SunshineCoast,BC_PHR_DSS,8.89289696774986,16,20,solar
Skeena-QueenCharlotte_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.15126647739551308,1,0.0,Skeena-QueenCharlotte,BC_RPG_GSS,39.8927704954344,17,20,solar
Nanaimo_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.19416633022002752,1,0.0,Nanaimo,BC_QLC_DSS,28.63364138574948,18,20,solar
Kitimat-Stikine_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.15945275525171546,1,0.0,Kitimat-Stikine,BC_LNT_DSS,21.43421339400087,19,20,solar
Stikine_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.17725163021057389,1,24.208751599536697,Stikine,BC_RDC_ISS,113.26209027221815,20,20,solar
Capital_2,999.0,1.3665982035504765,0.02376560345636052,0.0,0.19961653631735862,2,72.08584587839685,Capital,BC_JOR_GSS,11.489735382938528,21,20,solar
Cariboo_1,999.0,1.3665982035504765,0.02376560345636052,0.0,0.21705013303847667,1,39.210315419938965,Cariboo,BC_WPN_DSS,113.15332824072158,22,20,solar
Thompson-Nicola_1,775118.648938235,1.3665982035504765,0.02376560345636052,0.0,0.21400644466050353,1,417.723322695115,Thompson-Nicola,BC_VLM_DSS,85.89290678767907,23,20,solar
FraserValley_1,805198.3071555303,1.3665982035504765,0.02376560345636052,0.0,0.19862580992060905,1,335.0215603704611,FraserValley,BC_NWS_GSS,14.201129599697342,24,20,solar
Columbia-Shuswap_1,817906.0624113725,1.3665982035504765,0.02376560345636052,0.0,0.22861467409356154,1,146.9065980984511,Columbia-Shuswap,BC_MCA_GSS,91.80795002792493,25,20,solar
Kitimat-Stikine_2,1248704.1848744561,1.3665982035504765,0.02376560345636052,0.0,0.1626832135865264,2,732.2164309024718,Kitimat-Stikine,BC_GRR_DSS,52.39919973602073,26,20,solar
Fraser-FortGeorge_1,1407605.5517621872,1.3665982035504765,0.02376560345636052,0.0,0.21599333302744111,1,1278.9408730105918,Fraser-FortGeorge,BC_MML_DSS,88.76898911713778,27,20,solar
Comox-Strathcona_2,1452740.8985271256,1.3665982035504765,0.02376560345636052,0.0,0.19383654275780654,2,228.88385970308832,Comox-Strathcona,BC_MTC_GSS,54.51131971877237,28,20,solar
Alberni-Clayoquot_2,1742708.2850779279,1.3665982035504765,0.02376560345636052,0.0,0.19055064234203595,2,115.31038192403653,Alberni-Clayoquot,BC_GCL_DSS,8.628327693867508,29,20,solar
Thompson-Nicola_2,9611006.093599752,1.3665982035504765,0.02376560345636052,0.0,0.21662933675410195,2,673.5778743302562,Thompson-Nicola,BC_CLW_DSS,17.616150134542835,46,20,solar
