time,Capital_1,PowellRiver_1,CentralCoast_1,CentralCoast_2,MountWaddington_1,MountWaddington_2,Comox-Strathcona_1,Skeena-QueenCharlotte_2,Nanaimo_2,Squamish-Lillooet_1,EastKootenay_1,CowichanValley_1,CowichanValley_2,Alberni-Clayoquot_1,GreaterVancouver_1,SunshineCoast_1,Skeena-QueenCharlotte_1,Nanaimo_1,Kitimat-Stikine_1,Stikine_1,Capital_2,Cariboo_1,Thompson-Nicola_1,FraserValley_1,Columbia-Shuswap_1,Kitimat-Stikine_2,Fraser-FortGeorge_1,Comox-Strathcona_2,Alberni-Clayoquot_2,Thompson-Nicola_2
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 10:00:00,0.03511011438806751,0.0013093875094317266,0.0,0.0,0.0,0.0,0.0,0.0,0.010419745425050269,0.017462982948716742,0.3094343778186924,0.015623079557084979,0.021957194078780707,0.00020545381738384317,0.0810946546973578,0.019346626916959413,0.0,0.008127870456913378,0.0,0.0,0.0353290759385984,0.0016600535379838743,0.04185170017907504,0.09802271328035182,0.0995477343317107,0.0,0.047134193509841715,0.0,0.00025716121076113635,0.03685833159290175
2023-01-02 11:00:00,0.07275128790661077,0.12077357080530103,0.09098082209916998,0.03882563234942527,0.11776994805809714,0.11149461531566086,0.1896159943658928,0.011548843426294359,0.03741642215524836,0.13336228060489932,0.4290218118901261,0.04409342969442861,0.053086044945562155,0.017559339212193024,0.11850079715973626,0.05548105070148915,0.006735579110117617,0.032369252419163774,0.0009155172031397199,0.0020356628887387724,0.07334470878929139,0.0959279384187164,0.10900733763081824,0.23639217799419174,0.17144636537510793,0.001971888803363408,0.22824978356213774,0.11699550330304051,0.02204094128814905,0.10356819376948041
2023-01-02 12:00:00,0.12227944105786387,0.33524278168377963,0.053521203789118704,0.033139327859026346,0.10865343235480894,0.09726260631587963,0.37249709969966444,0.02106986966097894,0.10435354233257044,0.3639799051574591,0.5897248149885742,0.11292931354198366,0.11238594248298105,0.05792460713532268,0.16305464042486711,0.1855364388690665,0.013660417291118986,0.09812314398126457,0.030982998679429656,0.13789372142146128,0.12180085228973254,0.22301398839240547,0.16149871043346203,0.2413200117486537,0.2419604889868949,0.017857230724817954,0.3850211165691733,0.23294001409078388,0.06495977845032498,0.175018306342845
2023-01-02 13:00:00,0.18302392911423282,0.36932419343667205,0.09546226375572527,0.07597024682929772,0.11128955520229186,0.10295738287677272,0.34340517577567814,0.040270377282135256,0.17618678479474484,0.5013907312194996,0.6384759627531917,0.17743584591486028,0.16986590036199647,0.06679228619975768,0.270011825219215,0.22389510989438186,0.023539615709723568,0.1554091742244596,0.05284273418506693,0.18729789516186973,0.1789542965760185,0.3408447252213247,0.25154299174019945,0.3675914515994636,0.28467220854992914,0.03307613620289388,0.47589800141897176,0.219939448485123,0.08340737199871553,0.2515020522193544
2023-01-02 14:00:00,0.1831811147137068,0.30078333004261243,0.07541602709656449,0.0637096538955543,0.08007322074131493,0.07500008410628242,0.2745168359326463,0.08576232096379384,0.14204529974645913,0.41668600607595224,0.6749980489581295,0.1341419039254159,0.1532814866363664,0.0678089092569773,0.1868999551662259,0.174881369542412,0.046790452485516366,0.13854503373012889,0.06279469965202482,0.17930999355460892,0.1860406798221659,0.3722039145567031,0.3589223186662102,0.397649520258804,0.37358538332270225,0.034713554937801525,0.5150943657364356,0.18561264206376676,0.1035640779870962,0.3140133655480594
2023-01-02 15:00:00,0.19718537669837854,0.17251656775899069,0.0394818554407562,0.03150201677204706,0.07094871746558783,0.061714190897263856,0.21196998009927692,0.10715772132940407,0.11366180081918677,0.29482671999124693,0.6762272739564185,0.12489329721648929,0.1562336941839393,0.05873006803890585,0.2765647365480661,0.18364271969353846,0.055716046190531575,0.10836584043799004,0.04545371048621388,0.1681191353806903,0.19854581344103586,0.25044795544542325,0.3501002079832186,0.45123577683075705,0.35175749484076557,0.028103826526723955,0.4587672971312612,0.13634720219350452,0.0754978873329744,0.3369752704269222
2023-01-02 16:00:00,0.13890592153691975,0.1277924217142573,0.024633934573761142,0.018452825306621318,0.05720232066445925,0.04368748011066783,0.1568933381746598,0.1198910236329211,0.08525547048400572,0.2426955461550338,0.5380288874013592,0.08934771666330478,0.10620177658667078,0.032161827969860335,0.2907446746387379,0.17238789307603744,0.05611304881765196,0.07517865967722522,0.03710824740539882,0.1359909976783972,0.13881869653744422,0.1622605050675323,0.3004505016301,0.4524157384535376,0.29282823553226883,0.01916827113950701,0.31482786851996436,0.09002798329326385,0.04798384911988029,0.2966638486848823
2023-01-02 17:00:00,0.11700072921504595,0.06119644605574229,0.007394803241793076,0.004439709917718587,0.0196951958041935,0.014178217937161806,0.06767996984845093,0.11710122992768425,0.062135132011237805,0.15651699773885955,0.4267320660259855,0.06907296319591956,0.08156994311717164,0.009726617013868986,0.2855855531324627,0.10822728737932327,0.053463803815181524,0.04498905770060965,0.005297698612679553,0.06737409668750347,0.11628999531567955,0.07590988937329839,0.21623751134851288,0.33258264286514083,0.27453457004238274,0.004141791538113366,0.2165075698475888,0.03750244172265066,0.01287318993545769,0.21287483153627204
2023-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010939068257753603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 10:00:00,0.13835312956976203,0.0004982709639925849,0.0,0.0,0.0,0.0,0.0001711809413027378,0.0,0.021244006063031857,0.058755032855031114,0.4777733442592474,0.06916461749104387,0.11121069838079083,0.03927017770539313,0.003396970209025465,0.00045796462441220515,0.0,0.027312184333822754,0.0,0.0,0.14479358863828445,0.0385369567590462,0.3045474789376867,0.027968895376938762,0.46673986979494325,0.0,0.14573735434327406,0.0005212696781387769,0.037669841207281514,0.23095814001862694
2023-01-03 11:00:00,0.20707401891760924,0.05325600556397336,0.06540177966908114,0.03261281513149804,0.08545800542573372,0.09183890171726108,0.10284675990526693,0.010276501762297358,0.035887485264926786,0.1549517913529178,0.5976805558309429,0.12494345403567043,0.18359458157580433,0.1848247956306978,0.021012322265053666,0.014778914101480247,0.03675326135065114,0.06353146262460291,0.0419264670781457,0.0056930391261505115,0.21893301165961454,0.24719295277480352,0.42395603498196205,0.053636904910590165,0.6341255512969086,0.0244141918788777,0.36537851011654926,0.08172754683075131,0.12708300011469703,0.382977153681842
2023-01-03 12:00:00,0.24218685788945157,0.06650162763425739,0.195125481864241,0.1463032832557669,0.2332218013740426,0.14597510058252208,0.11588783487947865,0.026424689859264456,0.12711595219806696,0.1354961244076151,0.6586907052092142,0.2291150989169468,0.26327961790067494,0.3398610057405593,0.08124971338680538,0.06970094000457666,0.023273814360483924,0.1512818685671211,0.0797750761982758,0.07864085456937718,0.24954399936543223,0.3483873029298258,0.40884779477218947,0.081937644137069,0.6433961086036107,0.07027163600264581,0.5279426889232254,0.13069172644748323,0.2576758438974694,0.4156514870618713
2023-01-03 13:00:00,0.24525829128978638,0.16189784849780947,0.37195468380202457,0.30108216365643237,0.3526055895570672,0.21630933003770916,0.19633167555595107,0.07438956476808876,0.18230385401307098,0.22469632358874042,0.6477410806948175,0.23562059085442166,0.25314636282326813,0.3533195024375095,0.1919928288670161,0.15372392030117316,0.05152486577537838,0.20015928306793082,0.12637570936004314,0.1373421024328949,0.25529881051972264,0.4684895587921944,0.4342182369820004,0.1493472519024947,0.6994877794616596,0.13459915909544704,0.5230008523549247,0.19101685077807307,0.31805151721643615,0.44813163850913035
2023-01-03 14:00:00,0.315271466569276,0.19668251078785878,0.4505853596820245,0.46113331740339614,0.33786162939016445,0.21022949458474485,0.18948460632845737,0.11102595416973339,0.21101158591015245,0.2987498742169651,0.6610670899888963,0.2839572228498175,0.3079495276747818,0.2889582331129911,0.26135569483762,0.24399969738415014,0.06321653931686141,0.2421158809869376,0.19813121871113634,0.1504792910223221,0.3248119135531858,0.5316104251706887,0.46624731454096047,0.17870447692629232,0.7082225930828556,0.20708640376880863,0.5452641467554733,0.18140910626674764,0.29465182844078497,0.4968339882946166
2023-01-03 15:00:00,0.18937089640014884,0.12762097519644977,0.29194698043784667,0.4054177468862941,0.15671792407319052,0.11870343315626115,0.13678411737010426,0.084059978764258,0.12607382041047555,0.22646493734068407,0.6229260023058845,0.19554144851093744,0.20817087520002775,0.2440350875033222,0.10874880018509618,0.11370444244128954,0.043967568635819416,0.15819275239833913,0.1212640287821971,0.12882646335288098,0.20082842183817096,0.548139652492126,0.4287389082386583,0.10814293208045916,0.6890547376887913,0.17778794023269456,0.4964880532121476,0.13651731023143673,0.22957441834373923,0.512035347746715
2023-01-03 16:00:00,0.1296654175502655,0.11842347792203162,0.218181498725093,0.31611196245379636,0.11061200621361095,0.10549297393085158,0.11117227800790588,0.06398942316748715,0.0791885327937227,0.21977168979105743,0.4919346862740982,0.09893269619801871,0.11288599143969186,0.09766597413403,0.12350564990092769,0.08891494209231414,0.039601434503647406,0.08133331281228101,0.12956469493812836,0.10658135777771076,0.13252950883940728,0.4933598313470782,0.3416845974091926,0.14162273153906937,0.5900160184805565,0.1555661650500483,0.4138278512463426,0.1104672153139354,0.08071845140458653,0.40938503290043615
2023-01-03 17:00:00,0.06560125898489738,0.08806963617227427,0.07577152479592825,0.09543268646725021,0.07300750433950012,0.06857341782625874,0.09191272011686166,0.018524515464288762,0.03492977110088346,0.11549445510230462,0.353086547272732,0.04399990947679017,0.05050061516792509,0.053818401748649526,0.1322897072169998,0.11715920587719142,0.020801469168680742,0.03099021477686223,0.048484006097050995,0.0460614362054278,0.06790906845865165,0.32754871786148676,0.19502243862330268,0.10884709565784839,0.41213986387354234,0.07714506134684194,0.28075603438760544,0.09941498601666203,0.04562296335990511,0.24567267098481133
2023-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027455952251368883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012633698084283764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
