cluster_id,lcoe,capex,fom,vom,CF_mean,Cluster_No,potential_capacity,Region,nearest_station,nearest_station_distance_km,Rank,Operational_life,resource_type
DivisionNo.1_1,36.375018153309114,1.3665982035504765,0.0,0.0238,0.2500889410710736,1,5000.0,DivisionNo.1,AB_404S_DSS,4.373097634378545,1,20,solar
