cluster_id,lcoe,capex,fom,vom,CF_mean,Cluster_No,potential_capacity,Region,nearest_station,nearest_station_distance_km,Rank,Operational_life,resource_type
Capital_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.23522140374188302,1,2.2195420362254348,Capital,BC_JOR_GSS,45.101939436875874,1,20,wind
MountWaddington_3,999.0,1.56455696742041,0.040427360681422796,0.0,0.27066824354408914,3,81.780031527923,MountWaddington,BC_KTS_TSS,69.02382375760924,2,20,wind
Stikine_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.36111416224466325,1,0.0,Stikine,BC_FKR_GSS,833.6609530528582,3,20,wind
Stikine_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.3284788866161183,2,677.4087472081078,Stikine,BC_FKR_GSS,718.9939899823739,4,20,wind
CowichanValley_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.16322281742494274,1,0.0,CowichanValley,BC_QLC_DSS,25.908371202801828,5,20,wind
PowellRiver_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.16160676789319828,2,180.68349090887375,PowellRiver,BC_MTC_GSS,15.359698529083557,6,20,wind
FraserValley_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.2545522937936002,1,0.0,FraserValley,BC_KEN_DSS,3.7304063013248343,7,20,wind
FraserValley_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.16860784106633647,2,0.0,FraserValley,BC_HPS_DSS,16.276483177001666,8,20,wind
FraserValley_3,999.0,1.56455696742041,0.040427360681422796,0.0,0.17437811199932726,3,0.0,FraserValley,BC_BSV_GSS,13.700951236328903,9,20,wind
Comox-Strathcona_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.26064817422042946,1,0.0,Comox-Strathcona,BC_JUL_DSS,38.30912233439183,10,20,wind
Comox-Strathcona_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.26768506411875886,2,1359.5913739288076,Comox-Strathcona,BC_EFM_ISS,94.11472102073465,11,20,wind
Comox-Strathcona_3,999.0,1.56455696742041,0.040427360681422796,0.0,0.26394672830495225,3,492.6181910671701,Comox-Strathcona,BC_EFM_ISS,94.11472102073465,12,20,wind
EastKootenay_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.2825311355141252,1,0.0,EastKootenay,BC_EFD_DSS,36.248931287886826,13,20,wind
EastKootenay_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.33939820911624546,2,0.0,EastKootenay,BC_INV_DSS,42.52550709776641,14,20,wind
CentralKootenay_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.16697141508548394,1,0.0,CentralKootenay,BC_KAS_DSS,42.78789597721792,15,20,wind
CentralKootenay_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.19052732271143083,2,1606.2785906207455,CentralKootenay,BC_CRE_DSS,32.637252865769746,16,20,wind
CentralKootenay_3,999.0,1.56455696742041,0.040427360681422796,0.0,0.19280632756434488,3,1240.9814433143956,CentralKootenay,BC_CRE_DSS,32.637252865769746,17,20,wind
CentralOkanagan_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.2328058946341718,1,2.444039749905323,CentralOkanagan,BC_REC_DSS,11.506746857543128,18,20,wind
Nanaimo_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.2069152756318722,1,0.0,Nanaimo,BC_HMC_ISS,7.7510252031197435,19,20,wind
GreaterVancouver_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.17225490001284327,1,0.0,GreaterVancouver,BC_HNY_DSS,4.346211295234717,20,20,wind
KootenayBoundary_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.09943850972333744,2,54.12696290909158,KootenayBoundary,BC_GFT_TSS,50.46178933966512,21,20,wind
KootenayBoundary_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.07966561868515352,1,0.0,KootenayBoundary,BC_SEL_TSS,4.308540473020332,22,20,wind
Alberni-Clayoquot_3,999.0,1.56455696742041,0.040427360681422796,0.0,0.2263672406047144,3,1.9686621305293173,Alberni-Clayoquot,BC_OYR_DSS,35.55029519769793,23,20,wind
Alberni-Clayoquot_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.2296923639981703,2,36.6696403216011,Alberni-Clayoquot,BC_OYR_DSS,35.55029519769793,24,20,wind
MountWaddington_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.2727150598699304,2,1033.5352625930373,MountWaddington,BC_KTS_TSS,69.02382375760924,25,20,wind
Alberni-Clayoquot_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.2072517920396258,1,0.0,Alberni-Clayoquot,BC_CMH_ISS,47.869998086246454,26,20,wind
NorthOkanagan_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.09923394421685974,1,0.0,NorthOkanagan,BC_SCB_GSS,35.03604242767298,27,20,wind
SunshineCoast_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.1082955260395206,2,5.275784641275818,SunshineCoast,BC_MSA_DSS,6.7292132379433065,28,20,wind
SunshineCoast_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.12596438560381112,1,0.0,SunshineCoast,BC_NIT_GSS,43.740088287793434,29,20,wind
Squamish-Lillooet_3,999.0,1.56455696742041,0.040427360681422796,0.0,0.2764853368142179,3,2088.160543095283,Squamish-Lillooet,BC_JME_GSS,34.38053356245667,30,20,wind
Squamish-Lillooet_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.1769199042165168,2,0.0,Squamish-Lillooet,BC_RBW_DSS,13.99176650264713,31,20,wind
Squamish-Lillooet_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.19654132516779108,1,0.0,Squamish-Lillooet,BC_ASL_GSS,42.27647435826912,32,20,wind
Okanagan-Similkameen_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.21843055910509093,1,0.0,Okanagan-Similkameen,BC_SUM_DSS,12.257758788681297,33,20,wind
MountWaddington_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.3265884970492492,1,0.0,MountWaddington,BC_MTC_GSS,173.34106003444347,34,20,wind
PowellRiver_1,999.0,1.56455696742041,0.040427360681422796,0.0,0.1659326504330629,1,382.0015448126278,PowellRiver,BC_MTC_GSS,15.359698529083557,35,20,wind
CowichanValley_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.1677529139309159,2,473.32662534760885,CowichanValley,BC_LCW_DSS,50.0952825687515,36,20,wind
CentralCoast_2,999.0,1.56455696742041,0.040427360681422796,0.0,0.2996975969649142,2,0.0,CentralCoast,BC_PHY_DSS,153.54529055102952,37,20,wind
