time,Capital_1,MountWaddington_3,Stikine_1,Stikine_2,CowichanValley_1,PowellRiver_2,FraserValley_1,FraserValley_2,FraserValley_3,Comox-Strathcona_1,Comox-Strathcona_2,Comox-Strathcona_3,EastKootenay_1,EastKootenay_2,CentralKootenay_1,CentralKootenay_2,CentralKootenay_3,CentralOkanagan_1,Nanaimo_1,GreaterVancouver_1,KootenayBoundary_2,KootenayBoundary_1,Alberni-Clayoquot_3,Alberni-Clayoquot_2,MountWaddington_2,Alberni-Clayoquot_1,NorthOkanagan_1,SunshineCoast_2,SunshineCoast_1,Squamish-Lillooet_3,Squamish-Lillooet_2,Squamish-Lillooet_1,Okanagan-Similkameen_1,MountWaddington_1,PowellRiver_1,CowichanValley_2,CentralCoast_2,CentralCoast_3,Kitimat-Stikine_1,Kitimat-Stikine_2,Cariboo_1,Fraser-FortGeorge_1,PeaceRiver_1,CentralCoast_1,Columbia-Shuswap_1,Columbia-Shuswap_2,Skeena-QueenCharlotte_3,Skeena-QueenCharlotte_2,Skeena-QueenCharlotte_1,Bulkley-Nechako_1,Capital_2,Thompson-Nicola_1,Thompson-Nicola_2,Cariboo_2,Okanagan-Similkameen_2,GreaterVancouver_2,Nanaimo_2,NorthOkanagan_2,Thompson-Nicola_4
2023-01-01 00:00:00,0.09415704063243337,0.009243821266293526,0.48858765704470253,0.4037269809835147,0.02957332974506749,0.00852513574063778,0.026534131406383075,0.014807356304743073,0.008966850536790761,0.006040503844045677,0.028092178079698764,0.029102322525129863,0.16470702665024678,0.25551386892011285,0.08220056800738625,0.08771220100112258,0.09126818506614019,0.11090430070956547,0.08335122240086396,0.013576684338705883,0.003999724859992663,0.000885853146513303,0.008325637231270472,0.007795872546055099,0.00923066925947313,0.007686523985531595,0.050625414401292805,0.01171876945429378,0.007177827929457029,0.04272266623874505,0.005116192723313966,0.012826235691706342,0.04348342496901751,0.06991919922828674,0.008362508954910131,0.06454035560290018,0.21472813740886487,0.07020939983427522,0.3832378923851,0.34477153080449985,0.1590455660698089,0.37862767864932423,0.44005992958204676,0.23229539991452777,0.22395878869362848,0.07577889910475773,0.8735298281235079,0.8739887360483407,0.7699001171511989,0.22286734746286166,0.10171266490593553,0.1373706760054285,0.05099459514021874,0.06902894714203749,0.03754696391522884,0.008574178303991046,0.03131485606233279,0.060638241363423204,0.05529445586330961
2023-01-01 01:00:00,0.06822918959789806,0.022109373557567594,0.5094479589846646,0.43538771385553265,0.018016942979560958,0.0025404479230443635,0.011648003973744133,0.009139601845632901,0.0044767027280547406,0.004331301467923017,0.024732553213834756,0.02466432083111542,0.15981356359626117,0.25326765066698975,0.07958602238608442,0.08966689082483449,0.09331099690626496,0.12797980790336924,0.06295568197965622,0.010264778264931272,0.004262534528970718,0.00042419598748286565,0.003103087900413407,0.003043657060373913,0.023964281026963834,0.002521064182122548,0.06391973012260027,0.00558066177699301,0.0053555850519074345,0.05516623659266365,0.005147908561759524,0.009000871715446314,0.05978087867610156,0.08361369519531724,0.002639840652163212,0.05326681450837188,0.2320854259719109,0.11723697306267145,0.4118373855990424,0.37465743982036354,0.16222716521404007,0.3784487531685604,0.4360500827049081,0.24886841276853242,0.262373915253715,0.08421267375011333,0.9023439878321465,0.904350836928934,0.8097317050637737,0.21711176820513267,0.07331053918227554,0.12523205564780668,0.04232646965393515,0.07247381786731155,0.030169580643996597,0.006121189179165023,0.01981282246609529,0.07301251449755261,0.05507641066430192
2023-01-01 02:00:00,0.026394499316811555,0.02813949387669563,0.5230564865553491,0.4524350456071792,0.006770760847462549,0.001344332800557216,0.016809182370250877,0.0067140149528330025,0.003605946004390717,0.006730727114929603,0.024232247878930392,0.02227484415070368,0.1509236656874418,0.24219910996524907,0.07322286750635376,0.08537527391997475,0.08880309613178605,0.1103617115318775,0.043213162148992214,0.0014866625943354198,0.005853507108986379,0.0007467846448222796,0.0008926012449794346,0.0020082421262155874,0.032284446375237565,0.0008141920384433535,0.06816949009895323,0.001815283422668775,0.0009344288044505649,0.043251791463957905,0.004980507095654806,0.014699891205463146,0.07022218386642635,0.09122676432132719,0.0013174376407494909,0.031102629221147964,0.224391869208936,0.14001518138523758,0.43635078754223555,0.40953254167042985,0.16199832036142997,0.3617663693006309,0.41863788054333084,0.2577171303434619,0.2562375174259597,0.07970504186370155,0.9298696294330782,0.9316803328506649,0.8594309864217234,0.21640024183800918,0.028828774448484175,0.11227944700103816,0.03207061203817527,0.07253853870792822,0.024220934472978115,0.004398960598877498,0.01616375813881556,0.06987312869301865,0.040362004014578734
2023-01-01 03:00:00,0.01986843540436692,0.04051992961764334,0.5590027213375145,0.4876498596634819,0.006703208693199687,0.016116594256212313,0.019750537594610998,0.0036190434748476206,0.014858366643840616,0.015857737342325543,0.045520779567637615,0.0423312918182749,0.15342568384973623,0.22226718965329617,0.06440595345328683,0.06857779587929447,0.07142414185016051,0.1188667638103167,0.020735617242753506,0.004939347069178308,0.0025707936038573583,0.0,0.008415613265501129,0.007126222720200365,0.04479164254334237,0.00038969130979643927,0.03949869803019932,0.014573633347948391,0.032682830211189055,0.060539265618556076,0.03305885700715913,0.03142648651782009,0.035927000129595404,0.11397174536585805,0.014876856236503673,0.015850341899527443,0.19218531014590431,0.16147293310740898,0.45981309854648467,0.4406654987599648,0.1483780183087695,0.36595284447073934,0.4105043789616844,0.25024320471389544,0.25915774930268526,0.07095990423451769,0.9442905302105412,0.9459749538730831,0.891879151780759,0.1912168187330718,0.021542912321165206,0.12411190560369775,0.0439621526883407,0.0805451401214708,0.01487050537019968,0.003128277542335646,0.006920569116870563,0.05036254749766418,0.0530289968261213
2023-01-01 04:00:00,0.015185255664918157,0.060800730210542685,0.60256624760611,0.5149636771397611,0.004620243534445762,0.018295672299961253,0.007977798980745403,0.002139421125704592,0.0032775060629302803,0.02945392964264521,0.056729775079126875,0.050283213025675386,0.15740538189677813,0.22166386186684428,0.07055251708173232,0.08123771192505955,0.0844828415500081,0.13845200906197228,0.004903495100637277,0.0011657371584858213,0.0033558547620971997,0.00018949702382087705,0.005210187915298674,0.004262881021608007,0.0664802401319698,0.0002647129694620768,0.0535290562148605,0.004047850362128682,0.019689685164226426,0.06240544587787654,0.022572044937147026,0.017973930471473273,0.048820485956966884,0.13441478919684888,0.016888312892271926,0.0039445537245935865,0.20239356900083608,0.18438689245232212,0.5322842338345418,0.46667380602217057,0.15111783122474498,0.38237840769004133,0.42953179691087545,0.25907221294682603,0.29724500279534943,0.0918071326105432,0.9689235370486012,0.9698946765158325,0.9377130972185443,0.21714732503035553,0.016828846791759132,0.12794691899734914,0.04094358342615042,0.09593424941734832,0.016570780500769614,0.00045973850148064744,0.0005287584786613782,0.0808101297702108,0.05956826642832973
2023-01-01 05:00:00,0.005488244742155074,0.09135960112214088,0.6496407309940483,0.5598390499112483,0.0011362050059768888,0.013394062463194132,0.013739094754511662,0.000688622702251781,0.0013738323138518767,0.05468085862696172,0.0644379589547004,0.051355472149757234,0.1497007909456366,0.19458287583369957,0.07192521481734256,0.08682426014294224,0.09035968674265817,0.10967545241117477,0.00035705182701349257,0.0002664881306035178,0.006105156379441421,0.0003552750746409098,0.0068555502014027705,0.005609086528420449,0.09944779494846309,0.0,0.06852487545992646,0.004163818947143025,0.01710049698750178,0.07418939457171492,0.022612750708229008,0.02054811565826337,0.06569379142485558,0.16371814152002329,0.012363749966025352,0.00023803455134232838,0.2338947417227359,0.24183073665561344,0.5681186563930881,0.4764072370466211,0.15418132644485338,0.37457750621550484,0.44807029312191243,0.2960885833871776,0.28262651838362207,0.09480464510958302,0.9732948733337463,0.9741294085420668,0.9452975766408827,0.21561870336946512,0.006174275334924459,0.11089455863517345,0.024948205900463188,0.10866740723631597,0.020285275839269163,8.487161781106676e-05,0.0,0.0894302205315658,0.04178496980757424
2023-01-01 06:00:00,0.0008833240138159857,0.14953105916380882,0.6726982863971562,0.5723559111321919,0.00025193288094467584,0.014676030116776628,0.006467214450240136,0.0012908424572511154,0.0012352604283527894,0.09970267699314996,0.08691751040252191,0.06566550871500601,0.1655516440852692,0.20080980188360337,0.08701248508756575,0.09343883879482744,0.09661454287560087,0.06906997037430604,0.0,0.00041591770946979516,0.008788545193771521,0.0016933007041613258,0.015205085194773146,0.012440524250268937,0.16113932869500586,0.0013016331940889356,0.05166732335729258,0.0007276564008659786,0.004667476159003046,0.10745136773834625,0.022568957155777346,0.010927096472846138,0.07339788759127258,0.23047438812255852,0.013547104723178426,0.0,0.2878013723240844,0.34456836246724787,0.5566818861558404,0.48270007852727276,0.16724888387457892,0.3822477720396697,0.460201831261988,0.33598775090842403,0.26328793384812094,0.09435133975676514,0.9816445901124706,0.9822181966714559,0.9468535392707393,0.20329129287214193,0.000993739515542984,0.0968988878392812,0.024470241257187095,0.13661533450402996,0.023016618201509114,0.0,0.0,0.06680415136473518,0.03799083231524987
2023-01-01 07:00:00,0.00036653155253993136,0.1959335333824157,0.6912259397857656,0.607692888723773,0.00016109602318869695,0.017961921679476894,0.00193776549263434,0.001999034549702298,0.0,0.15189356162284426,0.10646375408130034,0.08078054195699783,0.1717016532860304,0.1997247366960111,0.08737689733181311,0.08379439705672365,0.08581381944534572,0.048073260982831316,0.0,0.0,0.007589333405097325,0.005160476677119732,0.0208552344971233,0.01747835792601109,0.2084420810805426,0.005310467878977457,0.041522941142320635,0.0002550932019948959,0.007200043888555632,0.12454718623724248,0.031127546798023906,0.01740571666508913,0.0672167583182454,0.318876117324829,0.01658023539644021,0.00014881498283810085,0.2206213621589643,0.3681704146286537,0.5373895010541023,0.5237511815812804,0.16981577633321282,0.3867999466353992,0.47119120863442476,0.33584283894505984,0.266078079088845,0.0931911816515706,0.9967177247808825,0.9968202958814799,0.9280540322776764,0.20489916450723447,0.0004123479966074228,0.08355957923287695,0.02967395369076367,0.1495372903943062,0.01774085064418614,0.0,0.0009840269262591996,0.051435314076287396,0.039233292029662574
2023-01-01 08:00:00,0.00018118532995382942,0.16668935225605963,0.6926105585276523,0.6177265065135518,6.0470700263977056e-05,0.005637866022686164,0.009478758519346065,0.007236297448927706,0.0015089150382713837,0.17350737694077772,0.12424653307401709,0.0974756791184728,0.14375579217154727,0.17177430313668754,0.07095174315830936,0.06718517111924786,0.0678240104181611,0.028236866245667142,0.0008028515925010046,0.0,0.004618688784539699,0.007416638135910034,0.042987521804041334,0.03851012449372898,0.1790064531951039,0.023710542834467357,0.024970784570489606,8.937550915612114e-07,0.0016376051389508776,0.1488696137815714,0.022328488607373503,0.02558048754516575,0.04098439155146479,0.36858466328382483,0.005204184020941074,0.0006037555552191204,0.21109747216105462,0.3197794971640767,0.5914672859170486,0.5596144734406976,0.1825447398234497,0.37270196323687177,0.4714569177485262,0.344905583750585,0.24936294156380673,0.08156584327871148,0.9994219916866671,0.9994400544464588,0.9428976564349667,0.21738706542247976,0.0002038334961980581,0.09400617352940815,0.03624372450917057,0.18626100182262337,0.007823835574090481,0.0,0.006659136960903803,0.025929734909108708,0.043534076168681636
2023-01-01 09:00:00,0.0006009619517458809,0.19343046413064,0.6862314239144326,0.6187611923805463,0.00027147134972943195,0.011451405112942062,0.015361605875871398,0.012220407345078206,0.004238787754015489,0.20071813928679777,0.15049008559169513,0.1229822368719257,0.13775305767200494,0.15990707551570316,0.06166164624950159,0.05386945863564809,0.05495372453461522,0.0518673075735569,0.0010551952694853146,0.0,0.0015439378346006076,0.002667775837083657,0.059035180326965114,0.05829740243201906,0.21566069546121136,0.03826750952336523,0.01725422262081078,0.0,0.0035824367238415614,0.19328210391518139,0.024383126290308102,0.034076352996958624,0.03827611340209842,0.36145757581591603,0.010768334624859004,0.00037144377827644346,0.3339116631139969,0.42144802281054955,0.6388271155176868,0.5957789091702916,0.19579578037289053,0.37968679256737226,0.4934932735360956,0.39477608033809164,0.24589593722739,0.07487101391296493,0.9996392056826622,0.999650480505079,0.8805097720892198,0.2194671756843174,0.000676082195714116,0.0913254387247743,0.05609310140663925,0.21361643442647016,0.01792152583599091,6.348057516983576e-05,0.018773754152158897,0.02519448690116405,0.06197945960091822
