Division_Code,Division_Name,Grid_Cells,Total_Solar_Capacity_MW,Avg_Solar_CF,Min_Solar_LCOE,Avg_Solar_LCOE,Land_Area_km2,Total_Wind_Capacity_MW
BD-03,Dhaka,51,2778.7036213459037,0.19435774907769607,58.324732287676625,60.401269846031916,"20,594",4783.521980295047
