time,DivisionNo.4_1,DivisionNo.3_1,DivisionNo.4_2,DivisionNo.4_4
2023-01-04 01:00:00,0.9815874212235213,0.8935662858594547,0.9093805217556653,0.6563173809833824
2023-01-04 02:00:00,0.9459383519366382,0.8871713311292908,0.875455287862569,0.5807081516273318
2023-01-04 03:00:00,0.887970196697861,0.9459752052751454,0.835385974664241,0.5025012994557618
2023-01-04 04:00:00,0.8328672925010322,0.965877842848951,0.7786107024550435,0.425032864222303
2023-01-04 05:00:00,0.740751813724637,0.984860509579832,0.6344931897521018,0.3023854561615735
2023-01-04 06:00:00,0.6561694386787711,0.9846106778356163,0.5868534531071782,0.27357405785471206
2023-01-04 07:00:00,0.5777198553644121,0.9894759960201653,0.5600959253683686,0.2555063686333597
2023-01-04 08:00:00,0.4856356628797948,0.9911778623407536,0.5259877837914974,0.2376420256728306
2023-01-04 09:00:00,0.4476461909338832,0.9861927097493953,0.5659465431421994,0.26474312813486905
2023-01-04 10:00:00,0.46834834465757,0.9822254348072139,0.6267464584764093,0.2976579426694661
2023-01-04 11:00:00,0.43237000815570353,0.9894497866251251,0.5954479178693144,0.2730055679474026
2023-01-04 12:00:00,0.327573062069714,0.9914816496995361,0.4769037538487462,0.2465915013104677
2023-01-04 13:00:00,0.28197487619705497,0.9888818234476177,0.3859431221988051,0.3170249614398926
2023-01-04 14:00:00,0.3535212606191635,0.9855865997617896,0.35466618958860635,0.4380257249064743
2023-01-04 15:00:00,0.4437826695479453,0.9778560093045235,0.31682125573046505,0.4674675707612186
2023-01-04 16:00:00,0.4819515192322433,0.9837763427739794,0.31309038733132183,0.4765162838436663
2023-01-04 17:00:00,0.774525686930865,0.9903485376455567,0.5281615065503865,0.6345854987204073
2023-01-04 18:00:00,0.8790750863403081,0.9854863318665462,0.6905419305339453,0.6266634326800702
2023-01-04 19:00:00,0.9119803966768084,0.9847286615588449,0.759806736074388,0.6487326010130344
2023-01-04 20:00:00,0.9068857172876593,0.9843159617348151,0.7783773963339625,0.6921061877347527
2023-01-04 21:00:00,0.8993840567953884,0.97909452075308,0.7504338992200789,0.7026391527056691
2023-01-04 22:00:00,0.9002944531105458,0.9658968783644113,0.7085069246962665,0.6928207008726893
2023-01-04 23:00:00,0.9308585810102521,0.9367791924964298,0.7174471606314181,0.6759355097077786
2023-01-05 00:00:00,0.9312682860903441,0.8565985558520662,0.7156670474447308,0.6232434886135161
2023-01-05 01:00:00,0.8981521913036704,0.7003724215382878,0.6596784365922211,0.5102906028367578
2023-01-05 02:00:00,0.8485697805136441,0.6183612180027093,0.5856008311919868,0.4170815816521644
2023-01-05 03:00:00,0.842978235632181,0.5583276418257842,0.590633676405996,0.42726503999903787
2023-01-05 04:00:00,0.8789175369217991,0.4537075033783912,0.65540858278051,0.44391287500038734
2023-01-05 05:00:00,0.9701563295163214,0.4441408584199168,0.8576472838409245,0.530289954766631
2023-01-05 06:00:00,0.947907156571746,0.44640765293077983,0.8467057440057397,0.4731364648602902
2023-01-05 07:00:00,0.9240978025645018,0.5832131164317779,0.864810897745192,0.5084158829972147
2023-01-05 08:00:00,0.8969737163372337,0.5259740300341086,0.845253845527768,0.4661941032856702
2023-01-05 09:00:00,0.8348147344589233,0.4158434720743785,0.7344389473646878,0.3257113235816359
2023-01-05 10:00:00,0.7646069649048148,0.4210787065056238,0.6364257663488387,0.23870480148121712
2023-01-05 11:00:00,0.5931835803203285,0.30216021186926145,0.5083265737164766,0.18647442460060118
2023-01-05 12:00:00,0.44822979478165503,0.17349706729027356,0.3901774945016949,0.15270514141768216
2023-01-05 13:00:00,0.41362385369837273,0.14060708547857675,0.32801204727031286,0.11392013105563818
2023-01-05 14:00:00,0.33549471621401605,0.09101562837308105,0.2475818426068872,0.07500041796825827
2023-01-05 15:00:00,0.24409554171375925,0.038580375025895515,0.1891673276480287,0.05604553031735122
2023-01-05 16:00:00,0.14498458285816015,0.02370925425467166,0.12522110097110273,0.041624353700317446
2023-01-05 17:00:00,0.09403043027035891,0.026058417016809634,0.09451788363978264,0.032940906104631726
2023-01-05 18:00:00,0.03824489685706794,0.02710894806141203,0.05259684728458523,0.025144008677452798
2023-01-05 19:00:00,0.00981878207065165,0.034147622700441964,0.02502238245680928,0.028560129944235086
2023-01-05 20:00:00,0.013136172681115567,0.0470901961218227,0.021590493144467468,0.04469536919146777
2023-01-05 21:00:00,0.05440698669292032,0.07806594321673567,0.04654288973659277,0.09608709195163101
2023-01-05 22:00:00,0.13313448444940146,0.1531535368785262,0.08014618852641432,0.1448869906365871
2023-01-05 23:00:00,0.24023180803284044,0.21335961998186326,0.13123920192476363,0.18896167840342962
2023-01-06 00:00:00,0.35972126063890747,0.19476739814335647,0.19593776918947695,0.2539647560101002
2023-01-06 01:00:00,0.5096831557061523,0.1777332981167869,0.275270080100745,0.2897386555559933
2023-01-06 02:00:00,0.6214591806940735,0.164632750549777,0.3328397488128394,0.3170112528931349
2023-01-06 03:00:00,0.6710019095987081,0.18275875551795415,0.37301977868191893,0.35676889091730113
2023-01-06 04:00:00,0.7267827840335666,0.18712289647622543,0.44411412007175377,0.45014900713227685
2023-01-06 05:00:00,0.8545690574124455,0.22018453402952715,0.6053305101767181,0.6028433069400488
2023-01-06 06:00:00,0.9411971133574842,0.27071822702546017,0.7464928168617189,0.6878495608456433
2023-01-06 07:00:00,0.9777244814299046,0.3805691120231693,0.8501159378513694,0.7712125462852418
2023-01-06 08:00:00,0.9967497057095169,0.4714444086429749,0.9266434042528271,0.8004717685654759
2023-01-06 09:00:00,0.99832341786474,0.5238874011486768,0.9458917299471795,0.8168226159550248
2023-01-06 10:00:00,0.9992290688678622,0.569004715125669,0.9423989908210935,0.852184731401503
2023-01-06 11:00:00,0.9998814216628671,0.6005243160778826,0.9269793848134577,0.8569363596104084
2023-01-06 12:00:00,1.0,0.636120165762576,0.9248095063678918,0.8664355315826832
2023-01-06 13:00:00,1.0,0.7097309489277275,0.9297509698756038,0.8653549558110533
2023-01-06 14:00:00,1.0,0.8207791594619102,0.9198164886981248,0.8371366010606289
2023-01-06 15:00:00,1.0,0.8431575408442452,0.9299406628496943,0.837935995850712
2023-01-06 16:00:00,1.0,0.9004746817187829,0.9481205678358674,0.848972329441458
2023-01-06 17:00:00,1.0,0.9445112932812083,0.9749736541695893,0.8704022928886114
2023-01-06 18:00:00,0.9996439116075635,0.9596705725653604,0.9639086678251625,0.7910044468566775
2023-01-06 19:00:00,0.9971492124721407,0.9625453429059547,0.9554666172526777,0.726130902264267
2023-01-06 20:00:00,0.9893593310378492,0.9807062699578025,0.9203401160985231,0.6311814978718757
2023-01-06 21:00:00,0.9723526713624595,0.9942804986509409,0.875748148970306,0.5447844260558485
2023-01-06 22:00:00,0.9296657286956905,0.9975612424991347,0.8256624963879586,0.46345176978036756
2023-01-06 23:00:00,0.8898170788772404,0.9988825393806805,0.7983079973980785,0.4406174789369106
2023-01-07 00:00:00,0.8071964342705905,0.9947851432453502,0.7396647853218018,0.41778227331116796
2023-01-07 01:00:00,0.7208704596199096,0.9846856627681038,0.6848933947645127,0.41688750078901654
2023-01-07 02:00:00,0.6583378993906079,0.9720142122154886,0.6366337548755109,0.4176414292678237
2023-01-07 03:00:00,0.6177880707569419,0.9886891949583184,0.60808339336887,0.4189982039108872
2023-01-07 04:00:00,0.5859690636023878,0.9979038398509676,0.5859993408806621,0.4297405177913606
2023-01-07 05:00:00,0.5510453757643698,1.0,0.6655733142606913,0.5866619735769926
2023-01-07 06:00:00,0.6156486724875866,1.0,0.7453714737109838,0.6465377607382832
2023-01-07 07:00:00,0.60482754945755,1.0,0.7278049051389097,0.6262307579070329
2023-01-07 08:00:00,0.520887388586998,1.0,0.6575093222036957,0.634425230771303
2023-01-07 09:00:00,0.4511608329415322,1.0,0.6397427915036676,0.7123223136551677
2023-01-07 10:00:00,0.40329834917560214,1.0,0.659631743133068,0.7831376169621943
2023-01-07 11:00:00,0.3941532766260206,0.9971895865147765,0.686690889056772,0.8259815584123135
2023-01-07 12:00:00,0.3662498984858394,0.9856587826121935,0.6746352653577923,0.7899675529263912
2023-01-07 13:00:00,0.2742124041542411,0.9945502638545903,0.5899720142781734,0.68796508686617
2023-01-07 14:00:00,0.22417450467124578,0.9996738448468122,0.5430074666626751,0.6554034374840557
2023-01-07 15:00:00,0.2409572331979871,1.0,0.591265069283545,0.7502345038205386
2023-01-07 16:00:00,0.32236893273890016,1.0,0.6963093749433755,0.7650936230272053
2023-01-07 17:00:00,0.5587582100182771,1.0,0.8215306323207915,0.9055440388247371
2023-01-07 18:00:00,0.5895551388897001,1.0,0.7915562334470451,0.8442499482631683
2023-01-07 19:00:00,0.7070907940529285,0.9975429868969051,0.7683670314773916,0.7020178773440418
2023-01-07 20:00:00,0.667166219037026,0.982967909560962,0.7190165342204273,0.6092356558889149
2023-01-07 21:00:00,0.48426997020840645,0.9798975623602216,0.6270052682049572,0.6150032423809167
2023-01-07 22:00:00,0.3757603240571916,0.9894461164284837,0.534624761659652,0.5117513347975908
2023-01-07 23:00:00,0.28983045859262346,0.9922256928682327,0.39895433584228146,0.40489773031324144
2023-01-08 00:00:00,0.2236349692754447,0.9811621299115093,0.32651397163048385,0.3737333800643682
2023-01-08 01:00:00,0.20056445473805068,0.9519442112472923,0.337948759123683,0.3122240482270718
2023-01-08 02:00:00,0.3230827727168798,0.8767418156157841,0.4287607835419477,0.2883529623784125
2023-01-08 03:00:00,0.547803210299462,0.6809667139297181,0.4547137883864344,0.1912725072726607
2023-01-08 04:00:00,0.5012471687234938,0.4850184902684255,0.323942415062338,0.09825838393066076
2023-01-08 05:00:00,0.3347937227785587,0.6144289533387529,0.24297850494273004,0.08744682826567443
2023-01-08 06:00:00,0.148005615696311,0.5987260739369824,0.11626918599475174,0.04608495554886757
2023-01-08 07:00:00,0.023122929544188084,0.616821648803624,0.04261040904093533,0.03765885327011348
2023-01-08 08:00:00,0.006438657399266959,0.508029492998665,0.08309561611618844,0.11890730665996671
2023-01-08 09:00:00,0.18643030029721558,0.48754612231796446,0.24754269045311952,0.17208079992793499
2023-01-08 10:00:00,0.5385855972580611,0.5430198423428968,0.30990928284823893,0.1298101207567379
2023-01-08 11:00:00,0.5159407044574618,0.5553141437470912,0.27676009723916645,0.1527770990040153
2023-01-08 12:00:00,0.49171201735734926,0.5820275081694124,0.3414768839254975,0.2651586382463574
2023-01-08 13:00:00,0.4578283683583141,0.5837022242762824,0.43165550053119656,0.3443135803006589
2023-01-08 14:00:00,0.4524329451657833,0.5321811087429522,0.47855923980474474,0.3947140945959836
2023-01-08 15:00:00,0.38218145405873655,0.5316546822000632,0.5119995634444058,0.486637750621885
2023-01-08 16:00:00,0.5082761245407164,0.5541717995838683,0.6316906356066465,0.5821943580918013
2023-01-08 17:00:00,0.8156296423450111,0.5897230671481651,0.7950725297629831,0.7068261387571692
2023-01-08 18:00:00,0.8657660070247948,0.5772367914833806,0.8368773935362694,0.7324837177805601
2023-01-08 19:00:00,0.8455872982181607,0.5596925171667877,0.818530128430575,0.7221352874673903
2023-01-08 20:00:00,0.8831597135402262,0.45170734672383817,0.8671573240123688,0.7940483728796242
2023-01-08 21:00:00,0.9492626881226894,0.4805194658853791,0.8947714296914636,0.7324409581534563
2023-01-08 22:00:00,0.8714456488564608,0.5423461526767773,0.8417551463283597,0.6693488885834811
2023-01-08 23:00:00,0.8426924407482146,0.4044874147528951,0.8717318204045297,0.7371712440438567
2023-01-09 00:00:00,0.9242268882878124,0.26010083400390366,0.9358549179881812,0.7862172264978288
2023-01-09 01:00:00,0.9489618875458836,0.25929351388053457,0.9219898425787687,0.6646004895865916
2023-01-09 02:00:00,0.8851596315763891,0.2193251640552824,0.8223281188309194,0.525516474917531
2023-01-09 03:00:00,0.7072740395925939,0.13423048655417832,0.7148177410848436,0.48327141730114825
2023-01-09 04:00:00,0.5788223423063754,0.13430948482318358,0.667729728296399,0.4699431697651744
2023-01-09 05:00:00,0.2908979775570333,0.19422143770889794,0.4183662689849734,0.3078665182460099
2023-01-09 06:00:00,0.22760489078238605,0.3124247043241154,0.43687218084000046,0.4137934211455285
2023-01-09 07:00:00,0.2400690971314907,0.5425645858049393,0.4646527782455086,0.44919833511114116
2023-01-09 08:00:00,0.2129474122263491,0.7449168548123403,0.43597314258106057,0.42234797514975064
2023-01-09 09:00:00,0.17060905322432518,0.8684602615779095,0.3906922850571573,0.38257794272154566
2023-01-09 10:00:00,0.17142189410515124,0.9338105186684565,0.43422610351815827,0.41732072154991323
2023-01-09 11:00:00,0.21371031310409302,0.9592011207342147,0.5213720515929163,0.4365010803565383
2023-01-09 12:00:00,0.22615813858807085,0.984899490191178,0.5445914260577409,0.40904858622234314
2023-01-09 13:00:00,0.16343411890789863,0.9937841332500629,0.5183424082724378,0.3968557806266471
2023-01-09 14:00:00,0.10157029944006354,0.9993757169896906,0.502641181256622,0.43033092156983904
2023-01-09 15:00:00,0.053637038846500215,1.0,0.45950597018934775,0.4604533873405307
2023-01-09 16:00:00,0.03680352239403873,1.0,0.4354599947202951,0.4813289064494892
2023-01-09 17:00:00,0.009785287943668664,0.9996780812740326,0.3419430171465501,0.4421326778223737
2023-01-09 18:00:00,0.012666201926767826,0.9990344206853347,0.3128763398015872,0.4469584458135068
2023-01-09 19:00:00,0.04321701872628182,0.9987436285073108,0.31125969279091803,0.43381820753216727
2023-01-09 20:00:00,0.10073428692296145,0.9991301147504287,0.3027840790431946,0.40928774896077813
2023-01-09 21:00:00,0.2052470715157687,1.0,0.3104939917474985,0.41124936396256084
2023-01-09 22:00:00,0.3114084602333605,0.9997188081795518,0.30113633269444107,0.36799827581271527
2023-01-09 23:00:00,0.3305976348370313,1.0,0.28949945984408254,0.3259553173370659
2023-01-10 00:00:00,0.23230221556499592,0.9861020095375452,0.22326457655988632,0.22239821472205218
2023-01-10 01:00:00,0.1373674680572003,0.584719679057598,0.14729428532533348,0.1305961933080107
2023-01-10 02:00:00,0.05560868136119097,0.20397168549624353,0.08907091858796776,0.07169803161639719
2023-01-10 03:00:00,0.007637433782219886,0.2716930954632434,0.03521052698604763,0.0250780613720417
2023-01-10 04:00:00,0.004641582579351961,0.18895720303735947,0.013955670990981162,0.011257043206132949
2023-01-10 05:00:00,0.03345560839399696,0.08883300114084373,0.02605996479280293,0.004527199491858483
2023-01-10 06:00:00,0.002849185331724584,0.04595830474387516,0.002210363810881972,0.0008359104627743364
2023-01-10 07:00:00,0.0,0.07790592801841821,0.011045573041774333,0.009086037673987449
2023-01-10 08:00:00,0.0,0.08294568334113467,0.006081423927098513,0.005431796973571182
2023-01-10 09:00:00,7.788357324898242e-06,0.11302195366810666,0.0031075715925544503,0.003714754898101092
2023-01-10 10:00:00,7.295580580830572e-05,0.1689342718706889,0.002543210526928306,0.003993816985748708
2023-01-10 11:00:00,0.0,0.24763955396684725,0.0007647899352014064,0.004185607898980379
2023-01-10 12:00:00,0.0,0.2912786852229725,0.0030547463428229095,0.007800021646544339
2023-01-10 13:00:00,0.0,0.23530271035026426,0.003597696088254452,0.010485902312211694
2023-01-10 14:00:00,0.0002974171657115221,0.22919618105346504,0.005855934699065983,0.01293355505913496
2023-01-10 15:00:00,0.0012504019541665912,0.318568229675293,0.004890377670526504,0.007366804433986545
2023-01-10 16:00:00,0.0011333279265090823,0.5733258485523135,0.0024055870622396473,0.00275463845115155
2023-01-10 17:00:00,0.00016057881526648996,0.715757489028302,0.0014902993664145472,0.0013494774792343377
2023-01-10 18:00:00,0.0005837786104530095,0.9506642908535222,0.0022310219984501604,0.002396000549197197
2023-01-10 19:00:00,0.0012750140624120832,0.9608652693439615,0.002907278444617987,0.0030500013101845986
2023-01-10 20:00:00,0.0005232712812721728,0.9329517436840317,0.0019449665397405626,0.0017709620390087366
2023-01-10 21:00:00,0.0,0.8963895180821417,5.2548465318977827e-05,2.267769072204828e-05
2023-01-10 22:00:00,0.0,0.9037637996673584,0.0003126286622136831,0.00025316600687801837
2023-01-10 23:00:00,0.0,0.9569303108751774,0.0013356132619082926,0.0008556671347469092
2023-01-11 00:00:00,0.0003697069035843015,0.9683894046057354,0.0004275849834084511,0.000445290352217853
2023-01-11 01:00:00,0.0,0.8187485073371366,0.00013965824153274297,9.581546299159526e-05
2023-01-11 02:00:00,0.0,0.5612042109126393,0.0002360706916078925,0.0001849100552499294
2023-01-11 03:00:00,0.0,0.3582636303115974,0.0003071571374312043,0.0004644321743398905
2023-01-11 04:00:00,0.0,0.25811041464859785,0.00012292878702282905,5.728505551815032e-05
2023-01-11 05:00:00,0.000383842559531331,0.21015804285352874,0.002358791129663586,0.004012447246350348
2023-01-11 06:00:00,0.0026153095904737707,0.16012721268968147,0.008263667984865606,0.015290262503549458
2023-01-11 07:00:00,0.013694247859530152,0.17062025633725256,0.0285215624095872,0.043529348322190346
2023-01-11 08:00:00,0.05133354130201041,0.15913582432676446,0.0393703541904688,0.03721642652526498
2023-01-11 09:00:00,0.08897692193277183,0.14997057236053724,0.03949862173758447,0.009976229243911804
2023-01-11 10:00:00,0.062296899287030104,0.13943775583058596,0.028161898935213685,0.0031145037198439247
2023-01-11 11:00:00,0.014828394530341028,0.11798183704641728,0.00998009678442031,0.0016190585307776927
2023-01-11 12:00:00,0.0015636351238936183,0.08963805730369956,0.004914290690794587,0.004938259832561016
2023-01-11 13:00:00,0.0,0.060958034243773336,0.003943978305906057,0.008142705946229399
2023-01-11 14:00:00,0.00022728703450411558,0.026478298380970957,0.006277971751987934,0.011720804572105406
2023-01-11 15:00:00,0.0002042013918980956,0.003674721816046672,0.007072417568415403,0.01167126290034503
2023-01-11 16:00:00,0.001800327650271356,0.0016659321500496432,0.004932766049169004,0.00488907212857157
2023-01-11 17:00:00,0.001886327560059726,0.015747355314140968,0.0058317720284685485,0.0014424657030031084
2023-01-11 18:00:00,0.006208016145974398,0.030770055685531008,0.014490073150955142,0.0032095964951440693
2023-01-11 19:00:00,0.008064275202341379,0.01733841915360906,0.0187078727548942,0.0043251372221857305
2023-01-11 20:00:00,0.005769650642760098,0.009408495741134339,0.01431929413229227,0.0034216075669974088
2023-01-11 21:00:00,0.003892089808359742,0.0025221787088296633,0.004218455534428358,0.0004233420267701149
2023-01-11 22:00:00,0.003526355866342783,0.001605241840535944,0.0011850758036598562,0.00011596715077757834
2023-01-11 23:00:00,0.007498372048139573,0.003387978205626661,0.0014794570254161952,0.0007712438004091381
2023-01-12 00:00:00,0.021608165879733864,0.0036004877192052933,0.0030555241461843255,0.004479055204428733
2023-01-12 01:00:00,0.009242437686771155,0.008263385634530674,0.0008892684895545244,0.0013442912185564638
2023-01-12 02:00:00,0.0037225534161552786,0.014385729835114693,0.0011996180191636086,0.0022694991715252397
2023-01-12 03:00:00,0.002973454487510025,0.024648438505828384,0.003879513563588262,0.008011940056458115
2023-01-12 04:00:00,0.012237908402457833,0.051974037387831636,0.012682026643306017,0.018647065381519494
2023-01-12 05:00:00,0.020609024548903107,0.14587880771945824,0.010960997859947384,0.018165148748084906
2023-01-12 06:00:00,0.03258517574518919,0.33082176210528064,0.017249842109158635,0.03691293569281697
2023-01-12 07:00:00,0.06822199736256153,0.5452336989478629,0.05016776907257735,0.0868643767153844
2023-01-12 08:00:00,0.1521302906051278,0.6944627512720496,0.12395298633724451,0.16226997507736088
2023-01-12 09:00:00,0.29279957998543976,0.7922691812704908,0.2195585753489285,0.2179567896481603
2023-01-12 10:00:00,0.3838016630522906,0.8282975663380189,0.2815556483156979,0.24190978020429613
2023-01-12 11:00:00,0.4257791554927826,0.8607938663119618,0.3009886108525097,0.24699020108208058
2023-01-12 12:00:00,0.43883460134267804,0.9206255740469154,0.2943458659946918,0.23369862576946612
2023-01-12 13:00:00,0.4462388056516647,0.9454739474301989,0.3091407457925378,0.24694779388606547
2023-01-12 14:00:00,0.41864290326833725,0.9205661371756684,0.3275709812529385,0.2580642981268465
2023-01-12 15:00:00,0.3777035951614379,0.90691831309687,0.3343225942924618,0.2604601980745792
2023-01-12 16:00:00,0.4253772211074829,0.9584292656996034,0.3726583858765661,0.25980901230126613
2023-01-12 17:00:00,0.29432594124227757,0.8996022356369278,0.2671453069336712,0.15386844971217215
2023-01-12 18:00:00,0.2915625666640699,0.8022336234558711,0.25684237947687505,0.12328182074707
2023-01-12 19:00:00,0.28797570701688524,0.6874495077539572,0.2030133518762886,0.0764128814637661
2023-01-12 20:00:00,0.20345401888713244,0.7601881822537291,0.13755064965225755,0.05101491916924714
2023-01-12 21:00:00,0.16594734111800785,0.7952844220264392,0.11031886474229396,0.03945990410167723
2023-01-12 22:00:00,0.2108450615871697,0.86698096413504,0.15115604868158697,0.06722175878938287
2023-01-12 23:00:00,0.25507543917745346,0.918727885335684,0.19004221722483636,0.0942700270237401
2023-01-13 00:00:00,0.18694288418628274,0.8218081626431508,0.1285966818872839,0.06402975437697023
2023-01-13 01:00:00,0.14309819679707286,0.5901514183662154,0.13320978204719722,0.09544441121630372
2023-01-13 02:00:00,0.1808077399618923,0.6152087712558832,0.1550938142556697,0.08473536346107721
2023-01-13 03:00:00,0.1979647519718855,0.8568832260776649,0.13699442021548747,0.060085466322489074
2023-01-13 04:00:00,0.17075478536076844,0.9429919240691447,0.14503820724785327,0.06374038111418484
2023-01-13 05:00:00,0.23213163856416935,0.9864836739545517,0.21753259290941057,0.07508517799433319
2023-01-13 06:00:00,0.243826128616929,0.9993840461427514,0.2808716020546853,0.1332082496397197
2023-01-13 07:00:00,0.19679945377632974,1.0,0.3057024561986327,0.19706738555803893
2023-01-13 08:00:00,0.2654885165765882,1.0,0.31990100191906085,0.223526949416846
2023-01-13 09:00:00,0.30301972225308416,1.0,0.34710517534986135,0.24057208602782337
2023-01-13 10:00:00,0.2849678096361458,1.0,0.3594182910211384,0.2719048014516011
2023-01-13 11:00:00,0.2661516287364065,1.0,0.42891175391152503,0.39672436990775156
2023-01-13 12:00:00,0.25681714713573456,1.0,0.4464677412994205,0.4094854448083788
2023-01-13 13:00:00,0.24598741214722394,1.0,0.383500607330352,0.34998715634457755
