time,DivisionNo.4_1,DivisionNo.3_1,DivisionNo.4_2,DivisionNo.4_4
2023-01-01 14:00:00,0.2156035939976573,0.810409590574828,0.11479090929962692,0.04805149735417217
2023-01-01 15:00:00,0.2090539232268929,0.8061504580080509,0.0969967450853437,0.04171920052263886
2023-01-01 16:00:00,0.20386463727802034,0.805245089801875,0.09416587376035748,0.04746088445186614
2023-01-01 17:00:00,0.23984170556068415,0.718283549222079,0.1168120121397078,0.06040594728197903
2023-01-01 18:00:00,0.2423668975941837,0.7041817045482722,0.12917573831044135,0.07063867344055326
2023-01-01 19:00:00,0.23725220644846554,0.6843133498863739,0.13553498934954403,0.07555570113938301
2023-01-01 20:00:00,0.24602876225486395,0.658673987876285,0.14056219805032014,0.08449170358944684
2023-01-01 21:00:00,0.3338781734742224,0.6161332832818681,0.17196622471325096,0.1015535483928397
2023-01-01 22:00:00,0.4387652163393795,0.5714370986819266,0.2332131933327764,0.12363617700990288
2023-01-01 23:00:00,0.495909209139645,0.5290099031410433,0.2842945999838412,0.14020200841128824
2023-01-02 00:00:00,0.5371379944123328,0.43315906288948924,0.3364907332882284,0.1618107419740408
2023-01-02 01:00:00,0.6208101112209258,0.3350189428979701,0.42699474059045306,0.19206476093269884
2023-01-02 02:00:00,0.6099960293062029,0.27718703213740475,0.4435040802136063,0.17580457992851733
2023-01-02 03:00:00,0.5813188291341067,0.2741990164667367,0.40011685600504276,0.13663661571219562
2023-01-02 04:00:00,0.4727092443592847,0.284933505681428,0.32854333987459544,0.103138683992438
2023-01-02 05:00:00,0.6621712563373148,0.18221213075247678,0.439265802744776,0.16648869959637524
2023-01-02 06:00:00,0.6776556026376782,0.28272214621305464,0.48274981956928975,0.20076309048570692
2023-01-02 07:00:00,0.6331666069105268,0.5058064346015453,0.4979111985117196,0.22172814133577048
2023-01-02 08:00:00,0.5699010733701289,0.6437167673083866,0.4329586436040699,0.1783212627377361
2023-01-02 09:00:00,0.48955055516213175,0.6693603212995961,0.33238009013235564,0.12341771905310452
2023-01-02 10:00:00,0.4937892446666955,0.6167729497904125,0.2660978279821575,0.09106155783403665
2023-01-02 11:00:00,0.532793190665543,0.5975423858653413,0.27652668719179924,0.10274224162101746
2023-01-02 12:00:00,0.5762500357069075,0.5763104126263746,0.32480011101812123,0.1301541176624596
2023-01-02 13:00:00,0.6483922106027602,0.564186244647611,0.3828827953431755,0.14904443089850242
2023-01-02 14:00:00,0.7462484967149792,0.5979358819398011,0.4641261732205748,0.1854579043481499
2023-01-02 15:00:00,0.7713782277703283,0.6276444432003929,0.49619669767096625,0.21753600751049817
2023-01-02 16:00:00,0.8180379656329748,0.6595820816674014,0.5421205814369022,0.25745665796101086
2023-01-02 17:00:00,0.8926281132176518,0.5710758826136587,0.6582107800617812,0.34153564190492025
2023-01-02 18:00:00,0.8750042987801133,0.5532931467348878,0.618443391174078,0.2916875166539103
2023-01-02 19:00:00,0.8510640644654631,0.5054488787461411,0.5764319057017563,0.265096074566245
2023-01-02 20:00:00,0.8251162349432705,0.5044872820648281,0.5684099626913668,0.2754574063699692
2023-01-02 21:00:00,0.8079502738825975,0.4475555636259642,0.620527986306697,0.30658219961449495
2023-01-02 22:00:00,0.7541449313797056,0.34023760990663005,0.6631191507913172,0.33104032134637235
2023-01-02 23:00:00,0.7023712386377154,0.2714208890362219,0.6859214025177061,0.34713563323020935
2023-01-03 00:00:00,0.7156667125038803,0.19261164207350123,0.672613859772682,0.32538029238581656
2023-01-03 01:00:00,0.762604953087866,0.1291897121884606,0.6679095055349171,0.31348613940179354
2023-01-03 02:00:00,0.7400904875434935,0.07555851470340381,0.646661656089127,0.30429021352902047
2023-01-03 03:00:00,0.717287307102233,0.04290476242588325,0.5866942336410284,0.2691790908202528
2023-01-03 04:00:00,0.7221112953498958,0.035738040977580994,0.5220565161481499,0.22365202915854748
2023-01-03 05:00:00,0.7421022066660223,0.07108863705938512,0.49010974043980227,0.20002129723317916
2023-01-03 06:00:00,0.7591901029832658,0.12599006008695474,0.4844728575274348,0.2255287357419729
2023-01-03 07:00:00,0.7882494280487298,0.15476592577993864,0.5567594509944319,0.3534016312099993
2023-01-03 08:00:00,0.8536253274977207,0.20621939716013998,0.6961600952222942,0.5498202451691031
2023-01-03 09:00:00,0.9447598691843451,0.36810273855247283,0.800410027205944,0.6359635733626782
2023-01-03 10:00:00,0.9794244571961462,0.47664457139643746,0.8600255366042254,0.6697115472331643
2023-01-03 11:00:00,0.9887387315742672,0.5274008103798735,0.8992520254850388,0.6896526438184082
2023-01-03 12:00:00,0.987908889017999,0.5260692153193732,0.8939026316441594,0.6726529691927132
2023-01-03 13:00:00,0.9926747571118175,0.5131833059814842,0.9082408131845295,0.7070258611626921
2023-01-03 14:00:00,0.9965444369241596,0.5140653815323657,0.9182690183259548,0.7373636756837366
2023-01-03 15:00:00,0.9978369831666349,0.5322815112363206,0.9173239727690815,0.7602057960443198
2023-01-03 16:00:00,0.9979512905329465,0.549709048162807,0.9110539412498473,0.7753496279194951
2023-01-03 17:00:00,0.9968845395743847,0.6144285205819388,0.8765658007003365,0.7221893291920422
2023-01-03 18:00:00,0.9968451489880681,0.6833708009394731,0.8631714677996932,0.6992471570707857
2023-01-03 19:00:00,0.9977208689972759,0.7978285039148546,0.8667191914655268,0.6876807315833865
2023-01-03 20:00:00,0.9978176137059926,0.8572896048562092,0.9016504463739693,0.7125503432191908
2023-01-03 21:00:00,0.9968737766519189,0.9030533863604068,0.9362628294341266,0.7682438412867484
2023-01-03 22:00:00,0.9988259162008762,0.9159433322603051,0.9516957297176122,0.8006972166523336
2023-01-03 23:00:00,0.9986813282594085,0.93181768019091,0.9401283188164234,0.7632394289597867
2023-01-04 00:00:00,0.994878462459892,0.9060326114703309,0.9313028416968882,0.7197144127078352
