time,Dufferin_1,Dufferin_2,Wellington_1,Huron_1,Perth_1,Grey_1,Wellington_2
2023-01-01 12:00:00,0.730833484083414,0.611235045492649,0.464902644380927,0.1846200471371412,0.23398483514785762,0.521751435548067,0.3489407024532556
2023-01-01 13:00:00,0.551161811351776,0.5315170575678347,0.29975560277700425,0.0958073404058814,0.12944308221340178,0.4143476685136556,0.2014015723764896
2023-01-01 14:00:00,0.2774947752058506,0.31044532224535937,0.14743925012648104,0.11266754373908042,0.1196657633036375,0.21700577568262813,0.09420465923845768
2023-01-01 15:00:00,0.16470234692096708,0.1546057394146919,0.21750793784856795,0.2944369310885667,0.36074092864990226,0.14421301826834676,0.19548789136111736
2023-01-01 16:00:00,0.38566513061523433,0.3121566447615623,0.3180819085240364,0.17676857255399225,0.2548837155103683,0.2832572631537914,0.26708703801035877
2023-01-01 17:00:00,0.2754608662426471,0.2038943642377853,0.17806237444281575,0.08883665792644024,0.1139606988430023,0.16918901674449444,0.12915409240871667
2023-01-01 18:00:00,0.21257780775427815,0.13422899723052978,0.15471003949642176,0.1260240052267909,0.1429491305351257,0.11562383219599723,0.12004951018840074
2023-01-01 19:00:00,0.15107370898127553,0.07480396784842014,0.1515975288301706,0.13103080306202172,0.12585957951843738,0.09294781137257814,0.13455559153109786
2023-01-01 20:00:00,0.11946080856025218,0.1169582213461399,0.07150306455790996,0.12152299098670483,0.0423248040676117,0.1087521680817008,0.06498956797644495
2023-01-01 21:00:00,0.021216670386493205,0.07839924581348895,0.014388366639614104,0.1689759067818522,0.051548756286501886,0.050036940164864055,0.02104703757911921
2023-01-01 22:00:00,0.001884140074253082,0.010409031808376313,0.029485135171562434,0.3503881472349166,0.1768991649150848,0.00991943269968033,0.03699084877967834
2023-01-01 23:00:00,0.06157851316034794,0.009998596869409085,0.12339398209005592,0.22566716559231279,0.16914043813943863,0.036735998671501874,0.12339343741536138
2023-01-02 00:00:00,0.12945782154798507,0.11611672431230545,0.11283494185656308,0.2102659199386835,0.12100748986005783,0.11661724865436554,0.09552197717130184
2023-01-02 01:00:00,0.12723399892449377,0.13265484854578968,0.125301563963294,0.19033353179693221,0.12104649975895881,0.14910746745765205,0.1197287257015705
2023-01-02 02:00:00,0.12563664667308327,0.1495377968251705,0.11275660850107669,0.22841898389160628,0.14824571654200552,0.1424200455844402,0.10845076497644185
2023-01-02 03:00:00,0.10955179847776889,0.12413440719246863,0.15482322972267865,0.3096004407852888,0.24422792777419086,0.14105666555464266,0.16404330678284165
2023-01-02 04:00:00,0.27622321620583534,0.3266448704898357,0.3293120887875557,0.44447862803936,0.4498634719848633,0.3254990753531456,0.3320444548130035
2023-01-02 05:00:00,0.4923054730892181,0.5341231679916381,0.5526451779901981,0.5010726357996463,0.6085396578907967,0.5262969738245009,0.5335433363914489
2023-01-02 06:00:00,0.7510397104918956,0.7759096419811249,0.7073401173949241,0.4071642634272575,0.5491098329424857,0.7445716025680302,0.651456178203225
2023-01-02 07:00:00,0.7617683334648608,0.8028022176027297,0.6239399863779544,0.3369464140385389,0.43827725768089293,0.7305624453723429,0.545266499519348
2023-01-02 08:00:00,0.7545887580513952,0.8358638249337673,0.632818599268794,0.4195605027675628,0.5216317629814147,0.744465618506074,0.558481559753418
2023-01-02 09:00:00,0.8015182599425315,0.8538919632136821,0.6942279125005005,0.48824823558330527,0.5855047261714934,0.7827561171352863,0.6266080981492995
2023-01-02 10:00:00,0.8128271573781967,0.8548275859653949,0.687097688242793,0.5281054955720901,0.5838283455371855,0.7780651796609163,0.6157637825608252
2023-01-02 11:00:00,0.8371017517149448,0.8533978602290153,0.7283025855571031,0.6067903859913348,0.6480868449807166,0.7947764160484075,0.6611321242898701
2023-01-02 12:00:00,0.8307877294719219,0.8402426032721997,0.7583121149241923,0.6148221115022897,0.6819423718750476,0.798916327804327,0.6877484510093926
2023-01-02 13:00:00,0.8401116386055946,0.8322652792930603,0.7186816117167472,0.4599010610580444,0.5682097530364989,0.7777956581115723,0.6325809086114167
2023-01-02 14:00:00,0.7932002215087414,0.7447792930901049,0.602422917112708,0.3032644402980804,0.41512977600097656,0.6638288448005913,0.5039628851413727
2023-01-02 15:00:00,0.7180611154437064,0.6655662520229815,0.5214410267025231,0.19268462803214786,0.30521588847041126,0.590148633494973,0.42363464653491967
2023-01-02 16:00:00,0.4540904283523559,0.3966664159297943,0.2876875705271959,0.07838850833475589,0.137580249607563,0.33187081865966317,0.21341233208775517
2023-01-02 17:00:00,0.24687800556421274,0.22741581559181212,0.1493732199817896,0.03544057048857212,0.06579515889286995,0.1777145421877503,0.10546482589095829
2023-01-02 18:00:00,0.20296982049942014,0.1941189350187778,0.11508409228175878,0.025763990953564644,0.047709942981600764,0.14623115506023165,0.08025013443082571
2023-01-02 19:00:00,0.13457149282097813,0.12333689749240875,0.06065330069512128,0.009294619597494601,0.016493114084005354,0.08864838268607854,0.03400207431986928
2023-01-02 20:00:00,0.055673356726765634,0.07278091594576835,0.018190404884517196,0.0002904278971254825,0.000580855794250965,0.04505988137796521,0.004965995717793703
2023-01-02 21:00:00,0.031010023504495624,0.06228273667395115,0.007539131268858908,0.0,0.0,0.03530045649036765,0.0017830841057002544
2023-01-02 22:00:00,0.027558022141456605,0.0389597287774086,0.008004952184855937,0.00047571966424584387,0.0008123299852013587,0.022011661548167465,0.002454724349081516
2023-01-02 23:00:00,0.024194734394550325,0.033024426698684696,0.008246638793498278,0.0008652752637863158,0.0017305505275726316,0.01940276561304927,0.0035095399059355253
2023-01-03 00:00:00,0.014203064888715745,0.018346855193376543,0.0036665253713727,0.0,0.0,0.010980693213641644,0.0013879125006496906
2023-01-03 01:00:00,0.004500520899891853,0.0059732006862759585,0.0014384724013507364,0.0,0.0,0.003461191151291132,4.1266009211540216e-05
2023-01-03 02:00:00,0.002667323723435402,0.0037876313552260396,0.0010303324460983277,0.0,0.0,0.002653633505105972,0.00014420825988054276
2023-01-03 03:00:00,0.0031438449397683138,0.0015702872350811957,0.0001933017186820507,0.0,0.0,0.0007851436175405978,0.0
2023-01-03 04:00:00,0.0002192379906773567,0.0,0.0,0.000670445840805769,0.0004803734645247459,0.0,0.0
2023-01-03 05:00:00,0.0,0.0,0.0023745310120284555,0.018531019613146783,0.030562530346214773,0.0,0.010137582123279573
2023-01-03 06:00:00,0.015364873670041562,0.0007820655032992362,0.06886651892215014,0.09207566760480403,0.15530497997999188,0.015071014445275067,0.08053673937916755
2023-01-03 07:00:00,0.12991503983736036,0.04213317215442658,0.21140305578708646,0.17383068084716796,0.2939980126917362,0.09598910428583621,0.20654158391058441
2023-01-03 08:00:00,0.2571042165160179,0.1891159591078758,0.3353383413702249,0.23976018719375133,0.40925537109375,0.24129981890320773,0.31669341102242465
2023-01-03 09:00:00,0.2438685810565948,0.3125958994030952,0.3079072587192058,0.23361600629985332,0.38809230804443356,0.31004983805119984,0.30822674989700316
2023-01-03 10:00:00,0.17902559131383894,0.2756228095293045,0.27014173634350297,0.2142093685269356,0.3518859100341797,0.27175256341695786,0.282773877158761
2023-01-03 11:00:00,0.24544360965490336,0.3682537460327148,0.3907137570530176,0.36782912045717236,0.5275871610641479,0.38400236129760734,0.39617869548499585
