time,Capital_1,Nanaimo_1,GreaterVancouver_1,MountWaddington_1,PeaceRiver_1,Comox-Strathcona_1,CowichanValley_1,Fraser-FortGeorge_1,Skeena-QueenCharlotte_1,Alberni-Clayoquot_1,SunshineCoast_1,Nanaimo_2,Bulkley-Nechako_1,Thompson-Nicola_1,Cariboo_1,Okanagan-Similkameen_1,Alberni-Clayoquot_2,PowellRiver_1,CentralOkanagan_1,Capital_3,EastKootenay_1,MountWaddington_2,CowichanValley_2,Comox-Strathcona_2,Okanagan-Similkameen_2,Skeena-QueenCharlotte_2,Fraser-FortGeorge_2,NorthernRockies_1,FraserValley_1,CentralCoast_1,Bulkley-Nechako_2,PeaceRiver_2,KootenayBoundary_1,GreaterVancouver_3,Thompson-Nicola_2,Capital_2,GreaterVancouver_2,NorthOkanagan_1,Kitimat-Stikine_1,Squamish-Lillooet_1,Cariboo_2,Alberni-Clayoquot_4,KootenayBoundary_2,Nanaimo_3,CowichanValley_3,FraserValley_2,NorthernRockies_2,EastKootenay_2,Alberni-Clayoquot_3,CentralKootenay_1,Okanagan-Similkameen_4,Skeena-QueenCharlotte_4,Skeena-QueenCharlotte_3,CentralOkanagan_3,CentralOkanagan_2,Okanagan-Similkameen_3,NorthOkanagan_2,Kitimat-Stikine_2,Bulkley-Nechako_3,Stikine_1,FraserValley_3,Fraser-FortGeorge_3,CentralKootenay_2,Squamish-Lillooet_2,KootenayBoundary_4,KootenayBoundary_3,SunshineCoast_2,Kitimat-Stikine_3,Comox-Strathcona_3,Columbia-Shuswap_1,CentralCoast_2,Stikine_2,FraserValley_4,NorthernRockies_4,NorthernRockies_3,Bulkley-Nechako_4,EastKootenay_4,EastKootenay_3,Columbia-Shuswap_2,PeaceRiver_4,Fraser-FortGeorge_4,Cariboo_4,PeaceRiver_3,Cariboo_3,Squamish-Lillooet_3,NorthOkanagan_4,Thompson-Nicola_4,Thompson-Nicola_3,Kitimat-Stikine_5,Kitimat-Stikine_4,PowellRiver_2,PowellRiver_3,CentralKootenay_4,CentralKootenay_3,NorthOkanagan_3,MountWaddington_4,MountWaddington_3,Comox-Strathcona_4,Columbia-Shuswap_4,SunshineCoast_3,Columbia-Shuswap_3,CentralCoast_4,CentralCoast_3,Stikine_4,Stikine_3
2023-01-01 00:00:00,0.07393950566649436,0.02962902244180441,0.0013797003403306007,0.013400276930708633,0.3747420393307523,0.0006991880461573599,0.024635138933857284,0.06520800541900099,0.6733752339300902,0.018138731899006028,0.006162915751338006,0.011557986587285997,0.032861716402349646,0.002817350874344508,0.012429918535731053,0.005288593089208008,0.0026847601469073973,0.0035222010128200055,0.011872551720589401,0.007513108879327773,0.02168207065839516,0.026129707231333375,0.0167608367651701,1.838017627596855e-05,0.0017099909950047732,0.6945550663574882,0.04970294239930809,0.14599990400136448,0.0005756408179348165,0.07137840662683759,0.02575778798510632,0.21589795327779035,0.0,0.00012818107381463049,0.002277063366138574,0.006406293639114924,8.545404920975366e-05,0.0012839688147817338,0.16702435031141108,0.000787452215121852,0.04019696125930006,0.0,0.0,0.0005098265409469604,0.0003398843606313069,0.0004092234779487957,0.24638040469959377,0.006174414318643118,0.0,0.001316230047275038,0.0011656805779784918,0.46495963304910953,0.4280605063617228,0.0014226234331727026,0.0010553492108980812,0.0009416608214378357,0.0008065500216824668,0.024610775016378938,0.01230320902610267,0.07610479517308907,8.398689329624177e-05,0.03374440042302013,0.0002683527942966012,0.0,0.0,0.0,0.0,0.010777249144096125,7.30818435549736e-05,0.00037725276229056445,0.011177457627795992,0.04569275050589414,0.0,0.08117492812685669,0.07893717215142468,0.002855945070860563,0.00014156335670697062,0.00012225926261056553,0.00021844948557290164,0.022397046677139865,0.0028231238350272174,0.0059742881384762855,0.021615754351193124,0.00581520755432154,0.0,0.0,0.0009567488142938323,0.0009286091432851903,0.009515787947334738,0.00928408314994836,0.0,0.0,2.36466307850445e-05,2.1157511755039815e-05,0.0,0.000433299906159702,0.00041163491085171694,0.0,0.0,0.0,0.0,0.0006206814128728139,0.0006048058221737542,0.03006689272055002,0.03014935313561641
2023-01-01 01:00:00,0.04942585201561451,0.018242960367351773,0.0011392968334257602,0.036900151544495635,0.40542363279555205,0.0011623894609510898,0.016689081899821757,0.06935066225007175,0.7092037301996479,0.0077568734011479795,0.002597560845315456,0.009577896259725095,0.036242626199015866,0.0029645457321947274,0.014228380144997077,0.006817449368536473,0.0006539854726621083,0.0007998498063534498,0.015294872131198647,0.0019980931878089904,0.020455147106396523,0.048709133730122915,0.008418428897857667,0.0,0.0015151849202811717,0.7140860253702038,0.04778714125975968,0.14594565025065093,0.00040360353887081146,0.11672703487177688,0.026306333307314796,0.22388388482472257,0.0,0.0,0.0016375209978132536,0.002045189248664039,0.0,0.001543967415179525,0.20096913900030292,0.001374931964609358,0.03703714029761878,0.0,4.798459510008494e-06,0.0,0.0,0.00016569107093594292,0.2466997777996584,0.006428328889765237,0.0,0.0011839304338483248,0.0010332621168345213,0.5070610993031573,0.46685266242027273,0.0019853811152279375,0.0013235874101519584,0.0008266096934676171,0.001233261174389294,0.026896800085117946,0.010580260699821842,0.08288925985448828,0.0,0.03330464061535894,0.00027966408606837774,0.0,0.0,0.0,0.0,0.010820528962894487,7.522499933838843e-05,0.0005384266173297709,0.012206322309516727,0.04971961791896932,0.0,0.08290406535961664,0.08060470247471874,0.0028965651092153996,7.416019706349624e-05,6.404744291847402e-05,0.0003004558079622008,0.020800168767391915,0.0029216576963663108,0.008404266954822975,0.020074581484808476,0.008172808225479044,0.0,0.0,0.0005455867494597578,0.0005295400803580003,0.011666427352710774,0.011380859213107723,0.0,0.0,1.3516133322435266e-05,1.2093382446389449e-05,0.0,0.0005775953358725497,0.0005487155690789222,0.0,3.163663501089269e-05,0.0,2.784023880958557e-05,0.0007370616921356744,0.0007171443539361156,0.03513263440647415,0.03524461605475036
2023-01-01 02:00:00,0.01963545233011246,0.010974421985447406,0.0,0.06148535211227441,0.39505054959331637,0.00472414442151785,0.0071446975320577635,0.07999542388878762,0.7566440863324249,0.0004847281745501927,0.0007467920705676078,0.005564102735370398,0.037420057229421745,0.0019112483660380048,0.019014914963733063,0.006172010805457831,0.0,0.00037741900421679015,0.012976948022842409,0.0,0.018788993550758613,0.07266234070454772,0.004771694429218769,8.180543780326843e-06,0.0008759649097919463,0.7415618218675902,0.04980305224843323,0.14491937479353506,0.0002046788822520863,0.151051028377953,0.024933073072245814,0.22220539263483263,0.0,0.0,0.0008614808117801493,0.0001044261349099023,0.0,0.0011292541452816555,0.23021536525534947,0.001260567299193806,0.03209690550646999,0.0,0.00010486237704753875,0.0,0.0,0.0,0.2549835519900079,0.005935084933513088,0.0,0.000905571584315861,0.0010797564219683408,0.5460084466312243,0.5027509144544601,0.0015546948835253715,0.001036463255683581,0.0008638051375746726,0.0010630951608930313,0.028345800236913188,0.00914672007577287,0.09402037802770319,0.0,0.0322650330904871,0.0002839275055071887,0.0,0.0,0.0,0.0,0.011637292457254308,8.269095793366431e-05,0.00032775858586484735,0.01138806546018237,0.052867384385839794,0.0,0.08047749724239107,0.0783550750780286,0.003119552030607507,8.966812961979916e-06,7.744065739891745e-06,0.00028333162380890416,0.01912069918430713,0.002327547499909997,0.008842638492584229,0.018453698049970834,0.008596850747340604,0.0,0.0,0.00026023737408898095,0.00025258333367459914,0.014705164373705263,0.014389374118487714,0.0,0.0,0.0,0.0,0.0,0.0006295584769625412,0.0005980805531144142,0.0,2.5201551616191863e-05,0.0,2.217736542224884e-05,0.0007605673585619244,0.0007433395273983477,0.040741618641904585,0.04082157181490452
2023-01-01 03:00:00,0.020388227537274362,0.002687889896333218,0.0,0.08340712586515826,0.3451130404278456,0.010392494436353445,0.005608709392448266,0.07900786273926497,0.7806442903435749,0.0,0.0,0.0023192166350781912,0.025593796388970483,0.0052505667349605845,0.02071389057961377,0.01001027664169669,0.0,0.0,0.022258845679461958,0.0,0.0174739055962939,0.09910472156577989,0.0011381959666808446,5.0917964428663253e-05,0.001083994023501873,0.7547249280110648,0.051219940586015575,0.18454635456204407,0.0,0.17712142090712274,0.017058396216619892,0.2036200204967376,0.0,0.0,0.0027142183143984183,5.905964544841221e-05,0.00018942162394523622,0.0016141659234251292,0.2530146349548248,0.00516379530231158,0.016593489575115115,0.0,0.0,0.0,0.0,0.0,0.2953773646242916,0.004649889057404117,0.0,0.0006750623443547416,0.00038517041131854053,0.561340876966715,0.5169105994462968,0.001720228027552366,0.0011468186850349107,0.0003081363290548324,0.00043403179517814087,0.031544931132281025,0.007532279873611749,0.1065508946852985,0.0,0.030829348735511304,0.00020269603413694044,0.0,0.0,0.0,0.0,0.013638406795890706,0.0001286705732345581,0.0004943585836074568,0.00993275038897991,0.06030162911548791,0.0,0.08463216101052237,0.08241587456880191,0.003378698003512842,5.768866131180211e-05,4.9822025678374545e-05,0.0003232729164036838,0.019229517077286557,0.002605036614462733,0.006977707574313337,0.01856482102340737,0.006810149027590166,0.0,0.0,0.0003033020753752102,0.00029438142609946867,0.017453391992470677,0.01717080475288933,0.0,0.0,0.0,0.0,0.0,0.0007888845197464291,0.0007494402937591076,0.0,0.0,0.0,0.0,0.000897879320241156,0.0008824654140820106,0.06640796493425548,0.06646989786023394
2023-01-01 04:00:00,0.016748340234160424,0.0,0.0,0.11987782278343247,0.37898422800991904,0.024671937834471462,0.003480318374931812,0.10047949681989846,0.8101759834781938,0.0,0.0,0.0005669226683676242,0.03691469796139885,0.004892475230224204,0.03035239884257317,0.010556690953671932,0.0,0.0,0.0234024971164763,0.0,0.014586172072510973,0.12660239469063908,0.0,0.0001720217317342758,0.0013227974250912666,0.7760363777305769,0.060615561006590726,0.1793419426563196,0.0,0.2145365636937674,0.022735432022147704,0.19652735363018797,0.0,0.0,0.0027276153456081043,0.0,0.0,0.0019074212546859469,0.29315283750102195,0.004988463736242718,0.022463570334694597,0.0,0.0,0.0,0.0,0.0,0.28371870978735386,0.0033643556974436105,0.0,0.00041522519991678345,0.0006612275633960962,0.609621639964373,0.5620060795545576,0.002156084720045328,0.001437389813363552,0.000528982050716877,0.0007899485847779683,0.038830709465240185,0.009136773037413753,0.13373122427159934,0.0,0.03337271105870604,0.0002019579620922313,0.0,0.0,0.0,0.0,0.01711273267734469,0.00016475669667124747,0.0007202177427031776,0.009556019547439757,0.06823260715910211,0.0,0.0808350416366011,0.07880602099227185,0.004324492155401796,0.00010380389266892483,8.964881639588963e-05,0.00041172086515209885,0.019711146925587255,0.0029387934766709803,0.005977236983450976,0.01902489918002556,0.005843822251547846,0.0,0.0,0.0003150986247893536,0.000305831018177902,0.021342369286637557,0.02109551900903047,0.0,0.0,2.5032557108822985e-05,2.2397551097367935e-05,0.0,0.0007978336199333793,0.0007579419389367103,0.0,3.2275976105169815e-05,0.0,2.8402858972549437e-05,0.0007831320202066784,0.0007653523857394855,0.06843697180675569,0.06827484593205495
2023-01-01 05:00:00,0.007285175308585167,0.0,0.0,0.18320484565276846,0.40837572861866767,0.049885902043432,0.0008181951815883318,0.10324990878440439,0.8231214070190555,0.0,0.0,0.0,0.03724665036907903,0.002697651070175749,0.04434221827171065,0.008001643409952523,0.0,0.0,0.018061518240720036,0.0,0.010348808094859125,0.16356867763949068,0.0,0.000550274547189474,0.001074031814932823,0.7866851511921571,0.06554998061805964,0.1726060207304545,0.0,0.281987438585077,0.02093879605333011,0.1864487984219947,0.0,0.0,0.0024614327129992572,0.0,0.0,0.0014282026567629404,0.315741621172219,0.006251846386326684,0.0371264242313125,0.0,0.0002648889025052388,0.0,0.0,0.0,0.25634763305773944,0.002103722750356323,0.0,0.00032997052020886363,0.0008728520944714546,0.6486822479315425,0.5979920835852622,0.001968495827168226,0.0013123305514454841,0.0006982816755771637,0.001121769728405135,0.04249614912428354,0.009539088373658834,0.15954312740711962,0.0,0.03490142878890037,0.00023953976000056545,0.0,0.0,0.0,0.0,0.018456594860344604,0.00024512276798486707,0.0003601097281683575,0.011001303781356131,0.08100852988033655,0.0,0.08239398380159405,0.08035566234114498,0.005116058797748001,6.439735622782456e-05,5.5615898560393933e-05,0.00033943333747712046,0.021055261297039243,0.002826789764687418,0.0052978710694746535,0.020323459904554284,0.005190174014944779,0.0,0.0,0.00013755455838911461,0.00013350883608355242,0.023803782787239342,0.023477252696530296,0.0,0.0,2.219417515922995e-05,1.985794619510048e-05,0.0,0.0008504018618872289,0.0008078817687928675,0.0,4.258838905529542e-05,0.0,3.747778236865997e-05,0.0009755644237711318,0.0009397060362001261,0.0708823755286007,0.07053322644545394
2023-01-01 06:00:00,0.0014912998676300047,0.0,0.0,0.27463063472195676,0.4195772481216006,0.09386048142611979,5.801106492678323e-05,0.08652601537667215,0.837998269783414,0.0024975511112383434,0.0,0.0,0.029728837563759766,0.0019386029062849104,0.04745784299752927,0.005265272045508027,0.00044734623815332133,0.0,0.010484250970184803,0.0,0.009194221516188823,0.21553493308785712,0.0,0.001969157546758652,0.0008735947404056787,0.790781499095585,0.06182592527568339,0.1610188651026692,0.0,0.3393656563687892,0.016275861541982052,0.18570854580546,0.00041755765676498407,0.0,0.004392055665904825,0.0,0.0,0.0004946748380150113,0.3178179288367953,0.01026404768228531,0.03958374311571771,0.0,0.00022550817579030988,0.0,0.0,0.0,0.21463547952822412,0.002061382677210005,0.0,0.0002878877126118716,0.001041052509099245,0.6641488631393598,0.6121138561010361,0.0007613523863255977,0.0005075682575503985,0.0008328420072793959,0.000608582996896335,0.04306177339271495,0.008825745727452969,0.1780385423263655,0.0,0.03767224277369678,0.000204518231398919,7.375383542643652e-06,0.0001761875177423159,0.00011745834516154394,0.0,0.019048394873215448,0.0005717108175158501,0.0003091088784011927,0.016501766351007287,0.0942366736625957,0.0,0.08813971389899963,0.08595353160053493,0.004499485186404652,0.0002803288909949754,0.0002624251388690688,0.000341955806044015,0.02211465233510517,0.0032254301328212033,0.00594174373420802,0.021373839185161645,0.005817965832457208,0.0,0.0,6.301897719050898e-05,6.116547786137637e-05,0.026882044926547163,0.026454800374932207,0.0,0.0,0.0001452662269858753,0.0001299750451978884,0.0,0.0012419214374140685,0.0011798253655433651,0.0,2.1627067842266776e-05,0.0,1.9031819701194763e-05,0.0018204726172345025,0.0017864261070887246,0.0749861514442992,0.07448650558744001
2023-01-01 07:00:00,0.0008589947968721389,0.0,0.0,0.3191287760750244,0.4489651772559406,0.14979586754739285,0.0,0.08484395424276592,0.8676983048734456,0.011624617140207972,0.0,0.0,0.021575992263301653,0.002477671005057566,0.04563649061728607,0.0023613146506249903,0.0008713733511311667,0.0,0.004402608666568995,0.0,0.00851775770516772,0.25437373713835276,0.0,0.0054378980174660686,0.0004437044914811849,0.8214488780109778,0.056951518679037694,0.15334524239297023,0.0,0.29926549260460195,0.014556015488450171,0.1963733754226241,0.0005853466565410296,0.0,0.004234780569871268,0.0,0.0,2.357543579169682e-05,0.3264632972173,0.010236784132818384,0.03889507592401721,0.0,0.0,0.0,0.0,0.0,0.17418731575598945,0.0023060640104507145,0.0,0.0001728498804218629,0.000751890130341053,0.6766368945849978,0.6237862017333506,4.1257012635469434e-05,2.7504675090312956e-05,0.0006015121042728424,0.00016402802297047205,0.0463660296902322,0.008953270375452658,0.19956978212310908,0.0,0.03957736951112746,0.0001251847603741814,7.03097176220682e-05,0.000166350690027078,0.00011090046001805198,0.0,0.021262664919098225,0.001180733263492584,0.0002675751528956673,0.01277736891238462,0.1078621150866569,0.0,0.09492771457415076,0.09267198384485463,0.004270573819952983,0.0003033720309797086,0.00028007112443447115,0.00036539659920063885,0.022882098862564714,0.0032693119160830965,0.006411543939601291,0.022138106632371285,0.0062735265898599965,0.0,0.0,5.693152772657799e-05,5.525707102873746e-05,0.02791000620576373,0.027451796037918426,0.0,0.0,0.00014798687223125905,0.00013240930673323178,0.0,0.0016512684092709889,0.0015687049888074393,5.197656154632568e-05,8.269917558539997e-06,0.0,7.2775274515151976e-06,0.0024978557654789513,0.0024782770592719316,0.07736725591889054,0.07687333073501197
2023-01-01 08:00:00,0.0005065672099590302,0.0,0.0,0.30543720223401727,0.4206364889981515,0.18355062220990653,0.0,0.10295477559417487,0.8847255195223767,0.048017064439398904,0.0,0.0,0.019782786159603688,0.0031597406868681763,0.06282420974834398,0.0006870027538388966,0.003726506488663809,0.0,0.0018128743395209308,0.0,0.0075298951958355145,0.24658479994849153,0.0,0.005553498879075051,9.883809834718704e-06,0.7974658708987029,0.06325956165976822,0.12539525346131994,0.0,0.31636706998660447,0.01407535798019833,0.18084201681865264,0.00034089711805184683,0.0,0.004998805581620246,0.0,0.0,0.0,0.35329905843525605,0.012499183441201846,0.05277103643119334,0.0,0.0,0.0,0.0,0.0,0.1215393602510448,0.002032503309218507,0.0,4.017432384631213e-05,0.00022467363625764845,0.686949728442275,0.633992596399784,0.0,0.0,0.00017973890900611876,0.0,0.053365641462436886,0.010021995946213051,0.21822882389005654,0.0,0.038286324504762895,0.0,0.00017500330176618362,0.0,0.0,0.0,0.02382250268077641,0.002705784846097231,0.0002039279213005846,0.01075827393503416,0.11769890160273729,0.0,0.10426346346968789,0.10175136880328262,0.004837206110910133,4.726174238481019e-05,4.081695933233607e-05,0.0003299154273488305,0.024989343479455233,0.002868997603654862,0.00842892628230832,0.024158978768039577,0.008225651408235234,0.0,0.0,7.501430809497832e-05,7.280800491571425e-05,0.028737937983190808,0.028182629084182998,0.0,0.0,2.549543976783752e-05,2.2811709265959887e-05,0.0,0.002408808654076175,0.002288368221372366,0.00022780084609985352,0.0,0.0,0.0,0.002575566477718807,0.0025206833146512505,0.08444172318641824,0.08389222185204331
2023-01-01 09:00:00,0.0008130584508180617,0.0,0.0,0.3967110041568153,0.43073081666805657,0.2334932381995022,5.520756045977274e-07,0.10484996984153985,0.8983372754506442,0.07668805521513734,0.0,0.0,0.017765071051264254,0.00661685033278032,0.0788032476075671,0.001886487752199173,0.008320779108575413,0.0,0.003297843616455793,0.0,0.006682460327681742,0.2820096555861988,0.0,0.006430538471788168,0.0007524931151419878,0.8027416732907295,0.07144488298892977,0.10911898603313606,0.0,0.4656990465592769,0.01400541008208637,0.1907925298208573,0.0,0.0,0.008370397598905996,0.0,0.0,0.0003792645569358553,0.3755934461990471,0.016987134946717154,0.06481143469837577,0.0,0.0,0.0,0.0,0.0003834382783282887,0.09065570965991356,0.001660321770529998,8.32504592835903e-05,0.0,0.00054027802310884,0.6885258465681386,0.6355176863491535,0.00037768440321087835,0.0003584064543247223,0.000432222418487072,0.0,0.060805003044375194,0.010265300943067782,0.2359962561392339,0.0,0.04240580546855927,2.8599838123602023e-05,0.0004047844227817323,0.0,0.0,0.0,0.027025062750306042,0.0028598796837031844,0.00021469943225383757,0.021351109037087073,0.12420119931346903,0.0,0.11759928520768878,0.11471890782542297,0.0065582563121009746,4.330703694569437e-05,3.740153190764514e-05,0.00031411261043765324,0.029639138325330716,0.004038666304200887,0.008572590853680263,0.02864780540383139,0.008349788781059415,0.0,0.0,0.00012960091007478306,0.00012578911860199534,0.034179413943437105,0.03344226249446303,0.0,0.0,1.8735760275055378e-05,1.6763574982944285e-05,0.0,0.002288903774399506,0.0021744585856795307,0.00021536020934581753,0.0,0.0,0.0,0.0025913748961119425,0.0025713684409856795,0.09312317919995736,0.09253555024367403
