time,Nord-du-Québec_1,Nord-du-Québec_2,LesÎles-de-la-Madeleine_1,Avignon_1,Minganie--Basse-Côte-Nord_1,Sept-Rivières--Caniapiscau_1,Sept-Rivières--Caniapiscau_2,LaHaute-Gaspésie_1,Papineau_1,Communauté-Urbaine-de-l'Outaouai_1,LesCollines-de-l'Outaouais_1,Minganie--Basse-Côte-Nord_2,Témiscouata_1,LaCôte-de-Gaspé_1,Kamouraska_1,Lac-Saint-Jean-Est_1,Rimouski-Neigette_1,Communauté-Urbaine-de-l'Outaouai_2,Pontiac_1,LaMitis_1,Matane_1,Manicouagan_1,LaHaute-Côte-Nord_1,Témiscamingue_1,LeHaut-Saint-Laurent_1,Bonaventure_1,LeRocher-Percé_1,Rivière-du-Loup_1,Charlevoix-Est_1,Vaudreuil-Soulanges_1,LesLaurentides_1,Brome-Missisquoi_1,Abitibi-Ouest_1,LeHaut-Richelieu_1,LeGranit_1,Montmagny_1,LaCôte-de-Beaupré_1,L'Islet_1,Vaudreuil-Soulanges_2,LeFjord-du-Saguenay_1,Communauté-Urbaine-de-l'Outaouai_3,Mirabel_1,Thérèse-DeBlainville_1,Vaudreuil-Soulanges_3,Laval_1,Vaudreuil-Soulanges_4,Beauharnois-Salaberry_1,LeHaut-Saint-Laurent_2,LesChutes-de-la-Chaudière_1,Coaticook_1,Rouyn-Noranda_1
2023-01-01 12:00:00,0.15484813478112835,0.16971347961920433,0.006692928050955137,0.04657635748386383,0.12402877228851945,0.2531955124496629,0.14272759935279417,9.603819251060485e-05,0.21722047915061313,0.21183072894811625,0.3628289217750231,0.15089807353189422,0.14748057359457015,0.003075701788067817,0.7886298610270024,0.3652689385414123,0.5358454995602369,0.2412763381004333,0.33765741429726287,0.2096227993816137,0.016378180086612702,0.025288480174541474,0.4063335582779513,0.17669096192078929,0.4702592690785726,0.06139593791216612,0.02980736296623945,0.9173792070150375,0.9935154199600219,0.28930254518985743,0.25172639181216555,0.3286591364443302,0.08361380105217298,0.33354106903076164,0.1595667055249214,0.572469768822193,0.6046545822024345,0.5768325996398925,0.14931501239538192,0.02234367132186889,0.29448559314012523,0.13458421111106872,0.13458421111106872,0.13458421111106872,0.13458421111106872,0.22463698893785472,0.2246369889378547,0.23040490905443822,0.4578182220458984,0.23779969096183773,0.1108236317336559
2023-01-01 13:00:00,0.1343639939429424,0.14292956061904472,0.009905297495424749,0.08432709988951684,0.13771761345884037,0.20395354008106015,0.1011692706211225,0.0,0.270659616390864,0.2832459640502929,0.48490641991297395,0.17992541823536154,0.14152460342645642,0.00834441651403904,0.7822995562851429,0.41073622554540623,0.4896730963140726,0.40254371643066406,0.34591605015595744,0.23285554654896257,0.05746663611382247,0.06430721035897732,0.39685739624831406,0.1399603783232825,0.6173646962642669,0.14263475604355336,0.06395371083170175,0.8748327279090881,0.9668827338020006,0.45681938171386716,0.1784309955437978,0.3993475157022476,0.0717879847685496,0.538555518388748,0.19884454657634096,0.613728618323803,0.6537189230322837,0.6389567180971304,0.39354377746582025,0.03560219497233629,0.5171832299232483,0.18803095728158947,0.18803095728158947,0.18803095728158947,0.18803095728158947,0.48544697523117064,0.48544697523117064,0.4616526261965433,0.5970980381965636,0.23457997888326643,0.08279671743512154
2023-01-01 14:00:00,0.11743309776653957,0.12032387065505955,0.022599231215814752,0.11553039157390592,0.16586210287486514,0.1656968288378495,0.08266994039086917,0.004209140747785568,0.3865619913736979,0.42031318664550776,0.5126174815495809,0.2052768334166871,0.2573593055009842,0.012594778880476953,0.8099882060289383,0.5137402043938636,0.39000748269259927,0.5091249799728393,0.326442620019118,0.20052317641675468,0.12571828078478575,0.10694208844304082,0.35977262919147807,0.11789895734616687,0.6551692402362822,0.2364692740887403,0.13812748096883296,0.8777284802993138,0.9278571918606758,0.5797117805480956,0.18098384052515026,0.6321088886260986,0.05411356026927631,0.824893482774496,0.2793049334486325,0.6531812413036823,0.6817500592470169,0.6937371430794398,0.6329927897453307,0.047651599849263836,0.5703317379951476,0.28344008892774575,0.28344008892774575,0.28344008892774575,0.28344008892774575,0.6680492377281187,0.6680492377281187,0.6811215292414028,0.5807217216491698,0.29680373862385745,0.06327911281585694
2023-01-01 15:00:00,0.12224240854139293,0.11577904375430031,0.13460306199888386,0.17265536522865294,0.2123041793786817,0.15863442218911483,0.07690820890233707,0.02822249613702297,0.5370717501640319,0.5722130393981932,0.5829695260524749,0.2549093976389203,0.4472135836482048,0.031105519175529485,0.8985476863384246,0.7413155165910721,0.4012577602267265,0.6362777805328368,0.3179363659818966,0.2020955216139555,0.16850500814616678,0.08728646028339859,0.3887337240907881,0.054971129697348395,0.676205385327339,0.4324316900968551,0.31925541095435617,0.9560573990146319,0.9857787007093429,0.528177604675293,0.2095815262198448,0.7236484928429125,0.0020781445254882173,0.8580795063078404,0.35299587617317835,0.6962541219592094,0.6887519553899765,0.7500576808055243,0.4550596618652344,0.037095650826891265,0.6433082079887389,0.1696084630489349,0.1696084630489349,0.1696084630489349,0.1696084630489349,0.4958709335327148,0.49587093353271483,0.5263828388849894,0.3134996032714844,0.3529667335748672,0.0067793777436017996
2023-01-01 16:00:00,0.11630904349418432,0.10786950192526237,0.4374588024119535,0.17967642110586168,0.2740298393761946,0.1561433810583855,0.0785773413481289,0.08054337704181672,0.5135673840840657,0.5484286403656006,0.48284749190012616,0.3078562496230005,0.44322836852073666,0.030830749988555912,0.8976274386048315,0.7775139317512512,0.5127116306126117,0.5276849722862244,0.25105320043365154,0.3225589953362942,0.3661032731086015,0.14490409066081042,0.4982047906517982,0.041251343536589824,0.8030258468786875,0.5696597363054752,0.35688128188252444,0.9305012759566306,0.9721381960312524,0.6670517912507056,0.21131074269612626,0.8557766532897948,0.0006697456787029902,0.8594927929341792,0.4988378079732258,0.6766208926836649,0.6600001252889632,0.728800292511781,0.537614152431488,0.04695682354023059,0.4825208640098571,0.18859836041927336,0.18859836041927336,0.18859836041927336,0.18859836041927336,0.665395409464836,0.665395409464836,0.6145271863540013,0.22756329923868177,0.6345368182659148,0.006327944085001947
2023-01-01 17:00:00,0.11335868735173613,0.09739865012198066,0.7920004888872305,0.13837228259444237,0.3278839789724184,0.13026507923967748,0.0732162795313879,0.10815191769599912,0.4417335554957389,0.4763632273674011,0.45233412663141886,0.3377190404054191,0.5189350052475928,0.02941872256994247,0.9073434652388095,0.7469535150527953,0.43605021513998504,0.46046234130859376,0.22639086908102032,0.30843311853706834,0.4517390500009059,0.1580367625713348,0.43167900141742493,0.039624848626554014,0.8175254176060358,0.4967501515150069,0.3342749400064349,0.883065112332503,0.9154293567935626,0.7304409778118133,0.18017014215389884,0.7669801464676856,0.0016206443558136618,0.736887496560812,0.8083178703983623,0.6659853961070378,0.6141210390329361,0.7393992733955382,0.6915676957368849,0.05105666142950454,0.44114929199218744,0.2633964508771896,0.2633964508771896,0.2633964508771896,0.2633964508771896,0.8081831088662147,0.8081831088662147,0.7559448715051014,0.2915363329648971,0.8907537685334681,0.007624329760670663
2023-01-01 18:00:00,0.11318848264394035,0.08688035685773876,0.9747185249626636,0.16483166509866715,0.3351723509757882,0.09220570476627667,0.06316983955079002,0.11475506424903867,0.4611241986354191,0.49673549890518187,0.46227099021275836,0.3435838030195898,0.6306370989680289,0.06416786298155783,0.9434587295353412,0.6811349160075186,0.530209893733263,0.48603724002838133,0.22890577758351954,0.3823773914575576,0.5442312642931938,0.15035924768447875,0.44037941260470287,0.03465583662369422,0.8709916220108668,0.5471145256608724,0.4216523033380508,0.9164600854118664,0.9352299437920252,0.8643409058451653,0.16045392086108526,0.5985698556900023,0.0020341812570889785,0.7115250667929649,0.9653521180152893,0.5633435176809628,0.467900898873806,0.735108026365439,0.8517537981271743,0.053482606636981164,0.45067520141601564,0.37759437561035153,0.37759437561035153,0.37759437561035153,0.37759437561035153,0.9157414790987968,0.9157414790987968,0.8763909476995467,0.28262022048234936,0.7728218498826026,0.01289537437260151
2023-01-01 19:00:00,0.11123397013204515,0.07669569010343853,1.0,0.11095227557420728,0.3291697637219395,0.0809018494031931,0.05625648662349896,0.14696983823180196,0.416240111986796,0.4021990203857422,0.3488421563307444,0.30958455733127066,0.7226391258239746,0.1573242529928684,0.8989188238233328,0.6535564392209053,0.6011500009149313,0.3808895874023437,0.1901847932040691,0.4865027850866317,0.6406191642582415,0.15218182489871976,0.44392534914943904,0.022172237176980292,0.8762705481052399,0.4371441801637411,0.5418399969488381,0.8284307677547137,0.8371352393428483,0.8613586008548736,0.152470676501592,0.6581124594807624,0.0,0.8409026598930358,0.8731906721989313,0.3373525654276211,0.25414122784137727,0.6633830457925797,0.9147026020288468,0.054692889836927244,0.3392802429199218,0.4776775097846985,0.4776775097846985,0.4776775097846985,0.4776775097846984,0.9685494524240493,0.9685494524240493,0.9124904693166415,0.21861848503351208,0.5232059240341186,0.0057136850506067285
2023-01-01 20:00:00,0.1030309304931678,0.06588173561783896,1.0,0.10993741366267203,0.39993223080411533,0.06123629336784543,0.045466465100057814,0.10968774521350859,0.32155404041210806,0.29669263482093805,0.21236738721529638,0.3154780519339772,0.6146966796517371,0.14725001439452168,0.6661410228908061,0.6093006010055542,0.3626671330630779,0.2601712170243263,0.12856535054246584,0.2992636743932962,0.4755535463243723,0.12371979950070376,0.2886311722795168,0.01404689890465566,0.8141806732614835,0.33097764350473874,0.4348606999218463,0.5414599037170409,0.5419866895675658,0.7575124731659888,0.15651212582985558,0.6997941716015338,0.0,0.8529513868689536,0.7977811872959136,0.2299763346711794,0.1316601722836494,0.45883689314126963,0.910413604080677,0.05536207029720148,0.21687285661697384,0.4572171783447266,0.4572171783447265,0.4572171783447265,0.4572171783447265,0.9257557138800621,0.925755713880062,0.8823445800940196,0.13073250859975813,0.565299188196659,9.508849680423736e-05
2023-01-01 21:00:00,0.09492346500497816,0.056924430157899615,1.0,0.17240285071730613,0.34635440030445647,0.035296153641845046,0.03747995867933098,0.04370673900842667,0.2052096961935361,0.18139976739883418,0.13522872567176816,0.3155507226039965,0.43150794458389274,0.13471328720450398,0.43240916371345517,0.6619783290624619,0.2415442568063736,0.1723937481641769,0.08425223847230275,0.18044320806860925,0.2434870795160532,0.08739135081171989,0.17097511731916,0.007741804117602961,0.7221098319689432,0.4512346687167882,0.5537229161709546,0.37461458841959633,0.35719975789388014,0.6360231494903563,0.15658855418364204,0.567299342751503,0.001091695949435234,0.7749486181139946,0.8325621219476064,0.09719744175672529,0.07015654933452604,0.21128055353959396,0.8552119812369346,0.06703266451259453,0.1316975063085556,0.4221025848388671,0.4221025848388671,0.4221025848388672,0.42210258483886715,0.8486045414209366,0.8486045414209364,0.8039664240678149,0.10070243805646896,0.3991759793460369,0.00022519680857658385
