time,Sept-Rivières--Caniapiscau_1,Kamouraska_1,Nord-du-Québec_1,Témiscouata_1,Lac-Saint-Jean-Est_1,LaHaute-Gaspésie_1,Communauté-Urbaine-de-l'Outaouai_1,Rimouski-Neigette_1,Avignon_1,LesÎles-de-la-Madeleine_1,Vaudreuil-Soulanges_1
2023-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 19:00:00,0.07450626316549935,0.008713754330023166,0.012636417717285292,0.001778893299648489,0.1218559736355718,0.012678688206975212,0.018510670516760197,0.00827920994655921,0.0005611049654093604,0.004183038862504883,0.006656843303961727
2023-01-01 20:00:00,0.16048596118702155,0.024301064555972886,0.055613672156315755,0.012381690216970326,0.12587406685455366,0.02825832247090142,0.0757957040142618,0.02686601784062332,0.005127339338135519,0.0052692070989480986,0.01756777334473058
2023-01-01 21:00:00,0.20245688328060976,0.079628833076428,0.09983123452198615,0.03448635771196805,0.3193907021412211,0.038158528366927826,0.14599739155269306,0.06827394679525033,0.0076278459469623595,0.00492554038638946,0.06314754625243797
2023-01-01 22:00:00,0.20420363483977183,0.10128084787807394,0.12611283538956072,0.06259064071055265,0.30582198187730036,0.05504587335420955,0.1055242774329898,0.1799609008085577,0.024542138669709217,0.005263877520332197,0.10450145216138247
2023-01-01 23:00:00,0.21155510478402786,0.1481675966781136,0.13753749177434837,0.10189978139131473,0.275907061211753,0.05899712301721556,0.09587614306283612,0.2901562727311257,0.031271501903474976,0.0056344023463612905,0.069913872469801
2023-01-02 00:00:00,0.1400526177124738,0.2223170923963116,0.0981339496332985,0.09842341750066301,0.0962859713759101,0.0333589798855639,0.12852832260291253,0.06947963940717428,0.021798799002143245,0.003979262845635992,0.2519520274228421
